station_abbr,reference_timestamp,temp_A5,Humid2j,pressHPA,vit_vent,vitvkmh,precipi_j,Ray_j,ensol_dur,level_detail_numeric,altitude,aspect,aspectActive
MTE,07.12.2022 00:00,-5.7,66.2,835.7,2,7.2,0,50,184,1.67,2600,0,1
MTE,07.12.2022 00:00,-5.7,66.2,835.7,2,7.2,0,50,184,1.67,2600,45,1
MTE,07.12.2022 00:00,-5.7,66.2,835.7,2,7.2,0,50,184,1.67,2600,90,1
MTE,07.12.2022 00:00,-5.7,66.2,835.7,2,7.2,0,50,184,1.67,2600,135,0
MTE,07.12.2022 00:00,-5.7,66.2,835.7,2,7.2,0,50,184,1.67,2600,180,0
MTE,07.12.2022 00:00,-5.7,66.2,835.7,2,7.2,0,50,184,1.67,2600,225,0
MTE,07.12.2022 00:00,-5.7,66.2,835.7,2,7.2,0,50,184,1.67,2600,270,0
MTE,07.12.2022 00:00,-5.7,66.2,835.7,2,7.2,0,50,184,1.67,2600,315,1
MTE,08.12.2022 00:00,-4.3,52,830.8,2.4,8.6,0,51,183,2,2400,0,1
MTE,08.12.2022 00:00,-4.3,52,830.8,2.4,8.6,0,51,183,2,2400,45,1
MTE,08.12.2022 00:00,-4.3,52,830.8,2.4,8.6,0,51,183,2,2400,90,1
MTE,08.12.2022 00:00,-4.3,52,830.8,2.4,8.6,0,51,183,2,2400,135,0
MTE,08.12.2022 00:00,-4.3,52,830.8,2.4,8.6,0,51,183,2,2400,180,0
MTE,08.12.2022 00:00,-4.3,52,830.8,2.4,8.6,0,51,183,2,2400,225,0
MTE,08.12.2022 00:00,-4.3,52,830.8,2.4,8.6,0,51,183,2,2400,270,0
MTE,08.12.2022 00:00,-4.3,52,830.8,2.4,8.6,0,51,183,2,2400,315,1
MTE,09.12.2022 00:00,-1.7,86.6,825.3,1.1,4,6.6,22,0,2,2200,0,1
MTE,09.12.2022 00:00,-1.7,86.6,825.3,1.1,4,6.6,22,0,2,2200,45,1
MTE,09.12.2022 00:00,-1.7,86.6,825.3,1.1,4,6.6,22,0,2,2200,90,1
MTE,09.12.2022 00:00,-1.7,86.6,825.3,1.1,4,6.6,22,0,2,2200,135,0
MTE,09.12.2022 00:00,-1.7,86.6,825.3,1.1,4,6.6,22,0,2,2200,180,0
MTE,09.12.2022 00:00,-1.7,86.6,825.3,1.1,4,6.6,22,0,2,2200,225,0
MTE,09.12.2022 00:00,-1.7,86.6,825.3,1.1,4,6.6,22,0,2,2200,270,0
MTE,09.12.2022 00:00,-1.7,86.6,825.3,1.1,4,6.6,22,0,2,2200,315,1
MTE,10.12.2022 00:00,-3.2,97.3,826.3,1.6,5.8,0.6,24,0,2,2200,0,1
MTE,10.12.2022 00:00,-3.2,97.3,826.3,1.6,5.8,0.6,24,0,2,2200,45,1
MTE,10.12.2022 00:00,-3.2,97.3,826.3,1.6,5.8,0.6,24,0,2,2200,90,1
MTE,10.12.2022 00:00,-3.2,97.3,826.3,1.6,5.8,0.6,24,0,2,2200,135,0
MTE,10.12.2022 00:00,-3.2,97.3,826.3,1.6,5.8,0.6,24,0,2,2200,180,0
MTE,10.12.2022 00:00,-3.2,97.3,826.3,1.6,5.8,0.6,24,0,2,2200,225,0
MTE,10.12.2022 00:00,-3.2,97.3,826.3,1.6,5.8,0.6,24,0,2,2200,270,0
MTE,10.12.2022 00:00,-3.2,97.3,826.3,1.6,5.8,0.6,24,0,2,2200,315,1
MTE,11.12.2022 00:00,-11.5,84.7,828,2.1,7.6,0,50,179,2,2200,0,1
MTE,11.12.2022 00:00,-11.5,84.7,828,2.1,7.6,0,50,179,2,2200,45,1
MTE,11.12.2022 00:00,-11.5,84.7,828,2.1,7.6,0,50,179,2,2200,90,1
MTE,11.12.2022 00:00,-11.5,84.7,828,2.1,7.6,0,50,179,2,2200,135,1
MTE,11.12.2022 00:00,-11.5,84.7,828,2.1,7.6,0,50,179,2,2200,180,1
MTE,11.12.2022 00:00,-11.5,84.7,828,2.1,7.6,0,50,179,2,2200,225,1
MTE,11.12.2022 00:00,-11.5,84.7,828,2.1,7.6,0,50,179,2,2200,270,1
MTE,11.12.2022 00:00,-11.5,84.7,828,2.1,7.6,0,50,179,2,2200,315,1
MTE,12.12.2022 00:00,-9.8,78.6,828.9,1.6,5.8,0.8,52,170,2,2200,0,1
MTE,12.12.2022 00:00,-9.8,78.6,828.9,1.6,5.8,0.8,52,170,2,2200,45,1
MTE,12.12.2022 00:00,-9.8,78.6,828.9,1.6,5.8,0.8,52,170,2,2200,90,1
MTE,12.12.2022 00:00,-9.8,78.6,828.9,1.6,5.8,0.8,52,170,2,2200,135,1
MTE,12.12.2022 00:00,-9.8,78.6,828.9,1.6,5.8,0.8,52,170,2,2200,180,1
MTE,12.12.2022 00:00,-9.8,78.6,828.9,1.6,5.8,0.8,52,170,2,2200,225,1
MTE,12.12.2022 00:00,-9.8,78.6,828.9,1.6,5.8,0.8,52,170,2,2200,270,1
MTE,12.12.2022 00:00,-9.8,78.6,828.9,1.6,5.8,0.8,52,170,2,2200,315,1
MTE,13.12.2022 00:00,-4.6,84.8,827.2,1.4,5,0,41,8,2,2200,0,1
MTE,13.12.2022 00:00,-4.6,84.8,827.2,1.4,5,0,41,8,2,2200,45,1
MTE,13.12.2022 00:00,-4.6,84.8,827.2,1.4,5,0,41,8,2,2200,90,1
MTE,13.12.2022 00:00,-4.6,84.8,827.2,1.4,5,0,41,8,2,2200,135,1
MTE,13.12.2022 00:00,-4.6,84.8,827.2,1.4,5,0,41,8,2,2200,180,1
MTE,13.12.2022 00:00,-4.6,84.8,827.2,1.4,5,0,41,8,2,2200,225,1
MTE,13.12.2022 00:00,-4.6,84.8,827.2,1.4,5,0,41,8,2,2200,270,1
MTE,13.12.2022 00:00,-4.6,84.8,827.2,1.4,5,0,41,8,2,2200,315,1
MTE,14.12.2022 00:00,0.6,85.9,826.7,1.5,5.4,0.2,38,43,1.67,2200,0,1
MTE,14.12.2022 00:00,0.6,85.9,826.7,1.5,5.4,0.2,38,43,1.67,2200,45,1
MTE,14.12.2022 00:00,0.6,85.9,826.7,1.5,5.4,0.2,38,43,1.67,2200,90,1
MTE,14.12.2022 00:00,0.6,85.9,826.7,1.5,5.4,0.2,38,43,1.67,2200,135,1
MTE,14.12.2022 00:00,0.6,85.9,826.7,1.5,5.4,0.2,38,43,1.67,2200,180,0
MTE,14.12.2022 00:00,0.6,85.9,826.7,1.5,5.4,0.2,38,43,1.67,2200,225,1
MTE,14.12.2022 00:00,0.6,85.9,826.7,1.5,5.4,0.2,38,43,1.67,2200,270,1
MTE,14.12.2022 00:00,0.6,85.9,826.7,1.5,5.4,0.2,38,43,1.67,2200,315,1
MTE,15.12.2022 00:00,-0.2,80,826.2,1.6,5.8,3,20,0,1.67,2200,0,1
MTE,15.12.2022 00:00,-0.2,80,826.2,1.6,5.8,3,20,0,1.67,2200,45,1
MTE,15.12.2022 00:00,-0.2,80,826.2,1.6,5.8,3,20,0,1.67,2200,90,1
MTE,15.12.2022 00:00,-0.2,80,826.2,1.6,5.8,3,20,0,1.67,2200,135,0
MTE,15.12.2022 00:00,-0.2,80,826.2,1.6,5.8,3,20,0,1.67,2200,180,0
MTE,15.12.2022 00:00,-0.2,80,826.2,1.6,5.8,3,20,0,1.67,2200,225,0
MTE,15.12.2022 00:00,-0.2,80,826.2,1.6,5.8,3,20,0,1.67,2200,270,1
MTE,15.12.2022 00:00,-0.2,80,826.2,1.6,5.8,3,20,0,1.67,2200,315,1
MTE,16.12.2022 00:00,-1.2,97.8,829.8,1.3,4.7,0.7,25,0,1.67,2200,0,1
MTE,16.12.2022 00:00,-1.2,97.8,829.8,1.3,4.7,0.7,25,0,1.67,2200,45,1
MTE,16.12.2022 00:00,-1.2,97.8,829.8,1.3,4.7,0.7,25,0,1.67,2200,90,1
MTE,16.12.2022 00:00,-1.2,97.8,829.8,1.3,4.7,0.7,25,0,1.67,2200,135,0
MTE,16.12.2022 00:00,-1.2,97.8,829.8,1.3,4.7,0.7,25,0,1.67,2200,180,0
MTE,16.12.2022 00:00,-1.2,97.8,829.8,1.3,4.7,0.7,25,0,1.67,2200,225,0
MTE,16.12.2022 00:00,-1.2,97.8,829.8,1.3,4.7,0.7,25,0,1.67,2200,270,1
MTE,16.12.2022 00:00,-1.2,97.8,829.8,1.3,4.7,0.7,25,0,1.67,2200,315,1
MTE,17.12.2022 00:00,-7.9,84.4,841.1,2.4,8.6,0,47,176,2,2200,0,1
MTE,17.12.2022 00:00,-7.9,84.4,841.1,2.4,8.6,0,47,176,2,2200,45,1
MTE,17.12.2022 00:00,-7.9,84.4,841.1,2.4,8.6,0,47,176,2,2200,90,1
MTE,17.12.2022 00:00,-7.9,84.4,841.1,2.4,8.6,0,47,176,2,2200,135,1
MTE,17.12.2022 00:00,-7.9,84.4,841.1,2.4,8.6,0,47,176,2,2200,180,1
MTE,17.12.2022 00:00,-7.9,84.4,841.1,2.4,8.6,0,47,176,2,2200,225,1
MTE,17.12.2022 00:00,-7.9,84.4,841.1,2.4,8.6,0,47,176,2,2200,270,1
MTE,17.12.2022 00:00,-7.9,84.4,841.1,2.4,8.6,0,47,176,2,2200,315,1
MTE,18.12.2022 00:00,-3.3,55.7,848.5,2.6,9.4,0,50,177,2,2200,0,1
MTE,18.12.2022 00:00,-3.3,55.7,848.5,2.6,9.4,0,50,177,2,2200,45,1
MTE,18.12.2022 00:00,-3.3,55.7,848.5,2.6,9.4,0,50,177,2,2200,90,1
MTE,18.12.2022 00:00,-3.3,55.7,848.5,2.6,9.4,0,50,177,2,2200,135,1
MTE,18.12.2022 00:00,-3.3,55.7,848.5,2.6,9.4,0,50,177,2,2200,180,0
MTE,18.12.2022 00:00,-3.3,55.7,848.5,2.6,9.4,0,50,177,2,2200,225,1
MTE,18.12.2022 00:00,-3.3,55.7,848.5,2.6,9.4,0,50,177,2,2200,270,1
MTE,18.12.2022 00:00,-3.3,55.7,848.5,2.6,9.4,0,50,177,2,2200,315,1
MTE,19.12.2022 00:00,3,68.7,848.7,1.8,6.5,0,40,3,2,2200,0,1
MTE,19.12.2022 00:00,3,68.7,848.7,1.8,6.5,0,40,3,2,2200,45,1
MTE,19.12.2022 00:00,3,68.7,848.7,1.8,6.5,0,40,3,2,2200,90,1
MTE,19.12.2022 00:00,3,68.7,848.7,1.8,6.5,0,40,3,2,2200,135,1
MTE,19.12.2022 00:00,3,68.7,848.7,1.8,6.5,0,40,3,2,2200,180,0
MTE,19.12.2022 00:00,3,68.7,848.7,1.8,6.5,0,40,3,2,2200,225,1
MTE,19.12.2022 00:00,3,68.7,848.7,1.8,6.5,0,40,3,2,2200,270,1
MTE,19.12.2022 00:00,3,68.7,848.7,1.8,6.5,0,40,3,2,2200,315,1
MTE,20.12.2022 00:00,4,66.2,844.7,1.8,6.5,0,56,136,2,2200,0,1
MTE,20.12.2022 00:00,4,66.2,844.7,1.8,6.5,0,56,136,2,2200,45,1
MTE,20.12.2022 00:00,4,66.2,844.7,1.8,6.5,0,56,136,2,2200,90,1
MTE,20.12.2022 00:00,4,66.2,844.7,1.8,6.5,0,56,136,2,2200,135,1
MTE,20.12.2022 00:00,4,66.2,844.7,1.8,6.5,0,56,136,2,2200,180,0
MTE,20.12.2022 00:00,4,66.2,844.7,1.8,6.5,0,56,136,2,2200,225,0
MTE,20.12.2022 00:00,4,66.2,844.7,1.8,6.5,0,56,136,2,2200,270,1
MTE,20.12.2022 00:00,4,66.2,844.7,1.8,6.5,0,56,136,2,2200,315,1
MTE,21.12.2022 00:00,2.3,87.7,841.8,1.2,4.3,1.2,22,0,2,2000,0,1
MTE,21.12.2022 00:00,2.3,87.7,841.8,1.2,4.3,1.2,22,0,2,2000,45,1
MTE,21.12.2022 00:00,2.3,87.7,841.8,1.2,4.3,1.2,22,0,2,2000,90,1
MTE,21.12.2022 00:00,2.3,87.7,841.8,1.2,4.3,1.2,22,0,2,2000,135,1
MTE,21.12.2022 00:00,2.3,87.7,841.8,1.2,4.3,1.2,22,0,2,2000,180,0
MTE,21.12.2022 00:00,2.3,87.7,841.8,1.2,4.3,1.2,22,0,2,2000,225,0
MTE,21.12.2022 00:00,2.3,87.7,841.8,1.2,4.3,1.2,22,0,2,2000,270,1
MTE,21.12.2022 00:00,2.3,87.7,841.8,1.2,4.3,1.2,22,0,2,2000,315,1
MTE,22.12.2022 00:00,1.9,85.9,841.2,1.4,5,12.5,24,0,2,2200,0,1
MTE,22.12.2022 00:00,1.9,85.9,841.2,1.4,5,12.5,24,0,2,2200,45,1
MTE,22.12.2022 00:00,1.9,85.9,841.2,1.4,5,12.5,24,0,2,2200,90,1
MTE,22.12.2022 00:00,1.9,85.9,841.2,1.4,5,12.5,24,0,2,2200,135,1
MTE,22.12.2022 00:00,1.9,85.9,841.2,1.4,5,12.5,24,0,2,2200,180,0
MTE,22.12.2022 00:00,1.9,85.9,841.2,1.4,5,12.5,24,0,2,2200,225,0
MTE,22.12.2022 00:00,1.9,85.9,841.2,1.4,5,12.5,24,0,2,2200,270,1
MTE,22.12.2022 00:00,1.9,85.9,841.2,1.4,5,12.5,24,0,2,2200,315,1
MTE,23.12.2022 00:00,2.8,97.5,840.6,1.5,5.4,37.5,9,0,3.67,2200,0,1
MTE,23.12.2022 00:00,2.8,97.5,840.6,1.5,5.4,37.5,9,0,3.67,2200,45,1
MTE,23.12.2022 00:00,2.8,97.5,840.6,1.5,5.4,37.5,9,0,3.67,2200,90,1
MTE,23.12.2022 00:00,2.8,97.5,840.6,1.5,5.4,37.5,9,0,3.67,2200,135,1
MTE,23.12.2022 00:00,2.8,97.5,840.6,1.5,5.4,37.5,9,0,3.67,2200,180,0
MTE,23.12.2022 00:00,2.8,97.5,840.6,1.5,5.4,37.5,9,0,3.67,2200,225,0
MTE,23.12.2022 00:00,2.8,97.5,840.6,1.5,5.4,37.5,9,0,3.67,2200,270,0
MTE,23.12.2022 00:00,2.8,97.5,840.6,1.5,5.4,37.5,9,0,3.67,2200,315,1
MTE,24.12.2022 00:00,3.1,95.7,842.5,1.6,5.8,0.2,27,0,3.67,2200,0,1
MTE,24.12.2022 00:00,3.1,95.7,842.5,1.6,5.8,0.2,27,0,3.67,2200,45,1
MTE,24.12.2022 00:00,3.1,95.7,842.5,1.6,5.8,0.2,27,0,3.67,2200,90,1
MTE,24.12.2022 00:00,3.1,95.7,842.5,1.6,5.8,0.2,27,0,3.67,2200,135,1
MTE,24.12.2022 00:00,3.1,95.7,842.5,1.6,5.8,0.2,27,0,3.67,2200,180,0
MTE,24.12.2022 00:00,3.1,95.7,842.5,1.6,5.8,0.2,27,0,3.67,2200,225,0
MTE,24.12.2022 00:00,3.1,95.7,842.5,1.6,5.8,0.2,27,0,3.67,2200,270,1
MTE,24.12.2022 00:00,3.1,95.7,842.5,1.6,5.8,0.2,27,0,3.67,2200,315,1
MTE,25.12.2022 00:00,3.4,71.4,843.6,2.5,9,0,49,177,3,2200,0,1
MTE,25.12.2022 00:00,3.4,71.4,843.6,2.5,9,0,49,177,3,2200,45,1
MTE,25.12.2022 00:00,3.4,71.4,843.6,2.5,9,0,49,177,3,2200,90,1
MTE,25.12.2022 00:00,3.4,71.4,843.6,2.5,9,0,49,177,3,2200,135,1
MTE,25.12.2022 00:00,3.4,71.4,843.6,2.5,9,0,49,177,3,2200,180,1
MTE,25.12.2022 00:00,3.4,71.4,843.6,2.5,9,0,49,177,3,2200,225,1
MTE,25.12.2022 00:00,3.4,71.4,843.6,2.5,9,0,49,177,3,2200,270,1
MTE,25.12.2022 00:00,3.4,71.4,843.6,2.5,9,0,49,177,3,2200,315,1
MTE,26.12.2022 00:00,3.1,73.6,846.3,1.8,6.5,6,41,33,3,2400,0,1
MTE,26.12.2022 00:00,3.1,73.6,846.3,1.8,6.5,6,41,33,3,2400,45,1
MTE,26.12.2022 00:00,3.1,73.6,846.3,1.8,6.5,6,41,33,3,2400,90,1
MTE,26.12.2022 00:00,3.1,73.6,846.3,1.8,6.5,6,41,33,3,2400,135,1
MTE,26.12.2022 00:00,3.1,73.6,846.3,1.8,6.5,6,41,33,3,2400,180,1
MTE,26.12.2022 00:00,3.1,73.6,846.3,1.8,6.5,6,41,33,3,2400,225,1
MTE,26.12.2022 00:00,3.1,73.6,846.3,1.8,6.5,6,41,33,3,2400,270,1
MTE,26.12.2022 00:00,3.1,73.6,846.3,1.8,6.5,6,41,33,3,2400,315,1
MTE,27.12.2022 00:00,-1.8,79.9,849.1,1.7,6.1,0,48,178,3,2400,0,1
MTE,27.12.2022 00:00,-1.8,79.9,849.1,1.7,6.1,0,48,178,3,2400,45,1
MTE,27.12.2022 00:00,-1.8,79.9,849.1,1.7,6.1,0,48,178,3,2400,90,1
MTE,27.12.2022 00:00,-1.8,79.9,849.1,1.7,6.1,0,48,178,3,2400,135,1
MTE,27.12.2022 00:00,-1.8,79.9,849.1,1.7,6.1,0,48,178,3,2400,180,1
MTE,27.12.2022 00:00,-1.8,79.9,849.1,1.7,6.1,0,48,178,3,2400,225,1
MTE,27.12.2022 00:00,-1.8,79.9,849.1,1.7,6.1,0,48,178,3,2400,270,1
MTE,27.12.2022 00:00,-1.8,79.9,849.1,1.7,6.1,0,48,178,3,2400,315,1
MTE,28.12.2022 00:00,-0.8,53.6,844.8,2.1,7.6,0,53,178,3,2400,0,1
MTE,28.12.2022 00:00,-0.8,53.6,844.8,2.1,7.6,0,53,178,3,2400,45,1
MTE,28.12.2022 00:00,-0.8,53.6,844.8,2.1,7.6,0,53,178,3,2400,90,1
MTE,28.12.2022 00:00,-0.8,53.6,844.8,2.1,7.6,0,53,178,3,2400,135,1
MTE,28.12.2022 00:00,-0.8,53.6,844.8,2.1,7.6,0,53,178,3,2400,180,1
MTE,28.12.2022 00:00,-0.8,53.6,844.8,2.1,7.6,0,53,178,3,2400,225,1
MTE,28.12.2022 00:00,-0.8,53.6,844.8,2.1,7.6,0,53,178,3,2400,270,1
MTE,28.12.2022 00:00,-0.8,53.6,844.8,2.1,7.6,0,53,178,3,2400,315,1
MTE,29.12.2022 00:00,0.6,56.3,841.1,1.7,6.1,1,54,130,3,2400,0,1
MTE,29.12.2022 00:00,0.6,56.3,841.1,1.7,6.1,1,54,130,3,2400,45,1
MTE,29.12.2022 00:00,0.6,56.3,841.1,1.7,6.1,1,54,130,3,2400,90,1
MTE,29.12.2022 00:00,0.6,56.3,841.1,1.7,6.1,1,54,130,3,2400,135,1
MTE,29.12.2022 00:00,0.6,56.3,841.1,1.7,6.1,1,54,130,3,2400,180,0
MTE,29.12.2022 00:00,0.6,56.3,841.1,1.7,6.1,1,54,130,3,2400,225,1
MTE,29.12.2022 00:00,0.6,56.3,841.1,1.7,6.1,1,54,130,3,2400,270,1
MTE,29.12.2022 00:00,0.6,56.3,841.1,1.7,6.1,1,54,130,3,2400,315,1
MTE,30.12.2022 00:00,0.6,89.5,842.8,1.5,5.4,1.6,32,39,3,2400,0,1
MTE,30.12.2022 00:00,0.6,89.5,842.8,1.5,5.4,1.6,32,39,3,2400,45,1
MTE,30.12.2022 00:00,0.6,89.5,842.8,1.5,5.4,1.6,32,39,3,2400,90,1
MTE,30.12.2022 00:00,0.6,89.5,842.8,1.5,5.4,1.6,32,39,3,2400,135,1
MTE,30.12.2022 00:00,0.6,89.5,842.8,1.5,5.4,1.6,32,39,3,2400,180,1
MTE,30.12.2022 00:00,0.6,89.5,842.8,1.5,5.4,1.6,32,39,3,2400,225,1
MTE,30.12.2022 00:00,0.6,89.5,842.8,1.5,5.4,1.6,32,39,3,2400,270,1
MTE,30.12.2022 00:00,0.6,89.5,842.8,1.5,5.4,1.6,32,39,3,2400,315,1
MTE,31.12.2022 00:00,4.6,80.7,848.4,1.9,6.8,0,45,25,3,2400,0,1
MTE,31.12.2022 00:00,4.6,80.7,848.4,1.9,6.8,0,45,25,3,2400,45,1
MTE,31.12.2022 00:00,4.6,80.7,848.4,1.9,6.8,0,45,25,3,2400,90,1
MTE,31.12.2022 00:00,4.6,80.7,848.4,1.9,6.8,0,45,25,3,2400,135,1
MTE,31.12.2022 00:00,4.6,80.7,848.4,1.9,6.8,0,45,25,3,2400,180,1
MTE,31.12.2022 00:00,4.6,80.7,848.4,1.9,6.8,0,45,25,3,2400,225,1
MTE,31.12.2022 00:00,4.6,80.7,848.4,1.9,6.8,0,45,25,3,2400,270,1
MTE,31.12.2022 00:00,4.6,80.7,848.4,1.9,6.8,0,45,25,3,2400,315,1
MTE,01.01.2023 00:00,3.7,73.5,849.3,1.8,6.5,0,52,172,2.67,2400,0,1
MTE,01.01.2023 00:00,3.7,73.5,849.3,1.8,6.5,0,52,172,2.67,2400,45,1
MTE,01.01.2023 00:00,3.7,73.5,849.3,1.8,6.5,0,52,172,2.67,2400,90,1
MTE,01.01.2023 00:00,3.7,73.5,849.3,1.8,6.5,0,52,172,2.67,2400,135,1
MTE,01.01.2023 00:00,3.7,73.5,849.3,1.8,6.5,0,52,172,2.67,2400,180,0
MTE,01.01.2023 00:00,3.7,73.5,849.3,1.8,6.5,0,52,172,2.67,2400,225,1
MTE,01.01.2023 00:00,3.7,73.5,849.3,1.8,6.5,0,52,172,2.67,2400,270,1
MTE,01.01.2023 00:00,3.7,73.5,849.3,1.8,6.5,0,52,172,2.67,2400,315,1
MTE,02.01.2023 00:00,2.7,70.1,848.5,1.7,6.1,0,46,73,2.67,2400,0,1
MTE,02.01.2023 00:00,2.7,70.1,848.5,1.7,6.1,0,46,73,2.67,2400,45,1
MTE,02.01.2023 00:00,2.7,70.1,848.5,1.7,6.1,0,46,73,2.67,2400,90,1
MTE,02.01.2023 00:00,2.7,70.1,848.5,1.7,6.1,0,46,73,2.67,2400,135,1
MTE,02.01.2023 00:00,2.7,70.1,848.5,1.7,6.1,0,46,73,2.67,2400,180,0
MTE,02.01.2023 00:00,2.7,70.1,848.5,1.7,6.1,0,46,73,2.67,2400,225,1
MTE,02.01.2023 00:00,2.7,70.1,848.5,1.7,6.1,0,46,73,2.67,2400,270,1
MTE,02.01.2023 00:00,2.7,70.1,848.5,1.7,6.1,0,46,73,2.67,2400,315,1
MTE,03.01.2023 00:00,1.7,83.9,850.7,1.4,5,0,33,14,2.33,2200,0,1
MTE,03.01.2023 00:00,1.7,83.9,850.7,1.4,5,0,33,14,2.33,2200,45,1
MTE,03.01.2023 00:00,1.7,83.9,850.7,1.4,5,0,33,14,2.33,2200,90,1
MTE,03.01.2023 00:00,1.7,83.9,850.7,1.4,5,0,33,14,2.33,2200,135,1
MTE,03.01.2023 00:00,1.7,83.9,850.7,1.4,5,0,33,14,2.33,2200,180,0
MTE,03.01.2023 00:00,1.7,83.9,850.7,1.4,5,0,33,14,2.33,2200,225,1
MTE,03.01.2023 00:00,1.7,83.9,850.7,1.4,5,0,33,14,2.33,2200,270,1
MTE,03.01.2023 00:00,1.7,83.9,850.7,1.4,5,0,33,14,2.33,2200,315,1
MTE,04.01.2023 00:00,0.6,62.1,852.1,1.8,6.5,0,48,121,2.33,2200,0,1
MTE,04.01.2023 00:00,0.6,62.1,852.1,1.8,6.5,0,48,121,2.33,2200,45,1
MTE,04.01.2023 00:00,0.6,62.1,852.1,1.8,6.5,0,48,121,2.33,2200,90,1
MTE,04.01.2023 00:00,0.6,62.1,852.1,1.8,6.5,0,48,121,2.33,2200,135,1
MTE,04.01.2023 00:00,0.6,62.1,852.1,1.8,6.5,0,48,121,2.33,2200,180,0
MTE,04.01.2023 00:00,0.6,62.1,852.1,1.8,6.5,0,48,121,2.33,2200,225,1
MTE,04.01.2023 00:00,0.6,62.1,852.1,1.8,6.5,0,48,121,2.33,2200,270,1
MTE,04.01.2023 00:00,0.6,62.1,852.1,1.8,6.5,0,48,121,2.33,2200,315,1
MTE,05.01.2023 00:00,1.3,74.3,849.4,1.8,6.5,0,10,0,2,2400,0,1
MTE,05.01.2023 00:00,1.3,74.3,849.4,1.8,6.5,0,10,0,2,2400,45,1
MTE,05.01.2023 00:00,1.3,74.3,849.4,1.8,6.5,0,10,0,2,2400,90,1
MTE,05.01.2023 00:00,1.3,74.3,849.4,1.8,6.5,0,10,0,2,2400,135,1
MTE,05.01.2023 00:00,1.3,74.3,849.4,1.8,6.5,0,10,0,2,2400,180,0
MTE,05.01.2023 00:00,1.3,74.3,849.4,1.8,6.5,0,10,0,2,2400,225,0
MTE,05.01.2023 00:00,1.3,74.3,849.4,1.8,6.5,0,10,0,2,2400,270,1
MTE,05.01.2023 00:00,1.3,74.3,849.4,1.8,6.5,0,10,0,2,2400,315,1
MTE,06.01.2023 00:00,1.6,47.8,846.6,2.6,9.4,0,52,184,2,2400,0,1
MTE,06.01.2023 00:00,1.6,47.8,846.6,2.6,9.4,0,52,184,2,2400,45,1
MTE,06.01.2023 00:00,1.6,47.8,846.6,2.6,9.4,0,52,184,2,2400,90,1
MTE,06.01.2023 00:00,1.6,47.8,846.6,2.6,9.4,0,52,184,2,2400,135,1
MTE,06.01.2023 00:00,1.6,47.8,846.6,2.6,9.4,0,52,184,2,2400,180,0
MTE,06.01.2023 00:00,1.6,47.8,846.6,2.6,9.4,0,52,184,2,2400,225,0
MTE,06.01.2023 00:00,1.6,47.8,846.6,2.6,9.4,0,52,184,2,2400,270,1
MTE,06.01.2023 00:00,1.6,47.8,846.6,2.6,9.4,0,52,184,2,2400,315,1
MTE,07.01.2023 00:00,1.4,49.9,841.7,2.1,7.6,0,60,184,2,2400,0,1
MTE,07.01.2023 00:00,1.4,49.9,841.7,2.1,7.6,0,60,184,2,2400,45,1
MTE,07.01.2023 00:00,1.4,49.9,841.7,2.1,7.6,0,60,184,2,2400,90,1
MTE,07.01.2023 00:00,1.4,49.9,841.7,2.1,7.6,0,60,184,2,2400,135,1
MTE,07.01.2023 00:00,1.4,49.9,841.7,2.1,7.6,0,60,184,2,2400,180,0
MTE,07.01.2023 00:00,1.4,49.9,841.7,2.1,7.6,0,60,184,2,2400,225,0
MTE,07.01.2023 00:00,1.4,49.9,841.7,2.1,7.6,0,60,184,2,2400,270,1
MTE,07.01.2023 00:00,1.4,49.9,841.7,2.1,7.6,0,60,184,2,2400,315,1
MTE,08.01.2023 00:00,-0.6,80.7,833.9,1.5,5.4,8.4,25,16,2,2400,0,1
MTE,08.01.2023 00:00,-0.6,80.7,833.9,1.5,5.4,8.4,25,16,2,2400,45,1
MTE,08.01.2023 00:00,-0.6,80.7,833.9,1.5,5.4,8.4,25,16,2,2400,90,1
MTE,08.01.2023 00:00,-0.6,80.7,833.9,1.5,5.4,8.4,25,16,2,2400,135,1
MTE,08.01.2023 00:00,-0.6,80.7,833.9,1.5,5.4,8.4,25,16,2,2400,180,0
MTE,08.01.2023 00:00,-0.6,80.7,833.9,1.5,5.4,8.4,25,16,2,2400,225,0
MTE,08.01.2023 00:00,-0.6,80.7,833.9,1.5,5.4,8.4,25,16,2,2400,270,1
MTE,08.01.2023 00:00,-0.6,80.7,833.9,1.5,5.4,8.4,25,16,2,2400,315,1
MTE,09.01.2023 00:00,-2.9,92.5,832.4,1.6,5.8,7.5,28,0,3,2000,0,1
MTE,09.01.2023 00:00,-2.9,92.5,832.4,1.6,5.8,7.5,28,0,3,2000,45,1
MTE,09.01.2023 00:00,-2.9,92.5,832.4,1.6,5.8,7.5,28,0,3,2000,90,1
MTE,09.01.2023 00:00,-2.9,92.5,832.4,1.6,5.8,7.5,28,0,3,2000,135,1
MTE,09.01.2023 00:00,-2.9,92.5,832.4,1.6,5.8,7.5,28,0,3,2000,180,1
MTE,09.01.2023 00:00,-2.9,92.5,832.4,1.6,5.8,7.5,28,0,3,2000,225,1
MTE,09.01.2023 00:00,-2.9,92.5,832.4,1.6,5.8,7.5,28,0,3,2000,270,1
MTE,09.01.2023 00:00,-2.9,92.5,832.4,1.6,5.8,7.5,28,0,3,2000,315,1
