station_abbr,reference_timestamp,temp_A5,Humid2j,pressHPA,vit_vent,vitvkmh,precipi_j,Ray_j,ensol_dur
MTE,16.04.2015 00:00,7.7,46.5,843,2.3,8.3,0,121,41
MTE,17.04.2015 00:00,5.2,87.6,839.8,1.4,5,7.8,78,1
MTE,18.04.2015 00:00,5.2,83.3,839.5,1.8,6.5,0.2,175,203
MTE,19.04.2015 00:00,4.6,79.8,840,1.7,6.1,0.8,206,189
MTE,20.04.2015 00:00,5.8,67.4,844.5,1.9,6.8,0,266,432
MTE,21.04.2015 00:00,6.8,53.2,849,2.4,8.6,0,254,443
MTE,22.04.2015 00:00,8.6,49.3,847.1,2.2,7.9,0,263,439
MTE,23.04.2015 00:00,8.1,51.5,841,2.2,7.9,0,237,337
MTE,24.04.2015 00:00,7.7,42.9,840.4,2.4,8.6,0,263,448
MTE,25.04.2015 00:00,6.7,72,839.5,1.8,6.5,7.2,95,4
MTE,26.04.2015 00:00,7,76.3,835.5,2,7.2,0,208,208
MTE,27.04.2015 00:00,8.2,68.1,829,1.7,6.1,8,176,139
MTE,28.04.2015 00:00,3.2,79.8,837.5,2.2,7.9,1,192,172
MTE,29.04.2015 00:00,4.1,57.6,840.4,2.1,7.6,1.8,261,443
MTE,30.04.2015 00:00,5.8,65.7,840.1,1.6,5.8,4.8,237,359
MTE,01.05.2015 00:00,4.1,93.5,836.1,1.1,4,38.4,36,0
MTE,02.05.2015 00:00,6.9,86.2,838.1,1.8,6.5,17.6,224,323
MTE,03.05.2015 00:00,8.6,93.1,838.6,1.6,5.8,2.8,100,0
MTE,04.05.2015 00:00,9.9,89,839.5,1.7,6.1,0.8,121,15
MTE,05.05.2015 00:00,10.6,84.4,838.5,2.2,7.9,2,125,25
MTE,06.05.2015 00:00,7.8,84,841.5,1.7,6.1,5.4,178,138
MTE,07.05.2015 00:00,7.3,69.6,843.5,1.9,6.8,0,249,370
MTE,08.05.2015 00:00,8.3,70.7,842.6,2,7.2,4,154,138
MTE,09.05.2015 00:00,9.1,70.4,847.1,1.9,6.8,0.2,253,440
MTE,10.05.2015 00:00,8.8,56.8,850.8,2.6,9.4,0,275,479
MTE,11.05.2015 00:00,12.1,41.2,850.7,2.7,9.7,0,277,479
MTE,12.05.2015 00:00,13.6,43.5,849.7,2.5,9,0,267,478
MTE,13.05.2015 00:00,15.4,48.9,846.2,2.6,9.4,3.4,207,262
MTE,14.05.2015 00:00,12.5,56.6,839,2.3,8.3,1.2,236,328
MTE,15.05.2015 00:00,1.7,96.7,836,2.1,7.6,29.3,58,0
MTE,16.05.2015 00:00,5.3,88.1,846.9,1.8,6.5,0.6,300,353
MTE,17.05.2015 00:00,8.6,79.4,847.4,2,7.2,0,272,409
MTE,18.05.2015 00:00,10.7,66,840.1,2.1,7.6,0,288,461
MTE,19.05.2015 00:00,7.8,90.5,836.4,1.7,6.1,8.4,81,4
MTE,20.05.2015 00:00,2.4,90,837.6,1.5,5.4,5,63,0
MTE,21.05.2015 00:00,1.4,89.1,842.5,1.2,4.3,0.2,121,4
MTE,22.05.2015 00:00,4.3,73.6,843.4,1.5,5.4,0,166,127
MTE,23.05.2015 00:00,5.8,75.9,839.9,1.1,4,0,116,10
MTE,24.05.2015 00:00,7.6,74.5,840.8,1.2,4.3,0,123,5
MTE,25.05.2015 00:00,7.7,79.2,840.5,1.3,4.7,5.6,96,0
MTE,26.05.2015 00:00,6.1,77,840.4,1.6,5.8,1,198,131
MTE,27.05.2015 00:00,6.3,67.6,843.7,1.9,6.8,0,308,495
MTE,28.05.2015 00:00,8,51.7,843.5,2.4,8.6,0,304,496
MTE,29.05.2015 00:00,10.8,49.1,840.7,2.5,9,1.4,289,449
MTE,30.05.2015 00:00,10,69.5,842,1.8,6.5,0,226,254
MTE,31.05.2015 00:00,10.7,65.8,843.1,2,7.2,0,245,341
MTE,01.06.2015 00:00,12.2,64.3,844.4,1.8,6.5,0,204,240
MTE,02.06.2015 00:00,12.7,66.1,846.9,2,7.2,0,237,226
MTE,03.06.2015 00:00,14.3,56.5,850,2.5,9,0,273,432
MTE,04.06.2015 00:00,15.2,63.7,850.9,2.4,8.6,0,258,361
MTE,05.06.2015 00:00,16.7,57.6,849.7,2.4,8.6,0,302,437
MTE,06.06.2015 00:00,16.3,62.1,850.7,2,7.2,0.2,260,363
MTE,07.06.2015 00:00,15.1,68.3,850.6,2.3,8.3,1.6,279,391
MTE,08.06.2015 00:00,10.8,87.6,847,1.6,5.8,16.8,114,143
MTE,09.06.2015 00:00,10.6,86,844.1,1.8,6.5,3.8,185,238
MTE,10.06.2015 00:00,11.6,80.3,845.9,1.4,5,0,139,64
MTE,11.06.2015 00:00,13.2,75.7,845,1.6,5.8,1.6,219,271
MTE,12.06.2015 00:00,12.6,75.1,842.1,1.9,6.8,4.8,161,98
MTE,13.06.2015 00:00,13,75.2,841.1,2.2,7.9,2.2,306,487
MTE,14.06.2015 00:00,11.1,83.6,838.9,1.6,5.8,1.8,110,40
MTE,15.06.2015 00:00,10.2,88,841.6,1.4,5,9.8,138,53
MTE,16.06.2015 00:00,10,92.3,843.2,1.2,4.3,9.2,112,3
MTE,17.06.2015 00:00,10.4,81,845.1,1.6,5.8,0,242,249
MTE,18.06.2015 00:00,10.7,82.1,845.2,1.5,5.4,7.8,147,93
MTE,19.06.2015 00:00,10.8,75.9,842.8,2,7.2,1.8,272,356
MTE,20.06.2015 00:00,8.1,70.8,844.5,1.9,6.8,0,159,91
MTE,21.06.2015 00:00,9.3,69.8,845.3,2,7.2,0.2,172,126
MTE,22.06.2015 00:00,11.8,62.4,841.6,2,7.2,11.4,232,303
MTE,23.06.2015 00:00,9,79.8,840.1,1.8,6.5,2,162,102
MTE,24.06.2015 00:00,9.1,64.3,845.5,2.2,7.9,0,312,501
MTE,25.06.2015 00:00,11.5,60.9,848.4,2.3,8.3,0,290,493
MTE,26.06.2015 00:00,13.3,59.6,848,2.3,8.3,0,298,496
MTE,27.06.2015 00:00,13.7,63.2,847.2,2.2,7.9,0,191,174
MTE,28.06.2015 00:00,13.6,61.6,847.5,2.4,8.6,0,305,501
MTE,29.06.2015 00:00,15.4,59.2,849.1,2.5,9,0,300,493
MTE,30.06.2015 00:00,16.5,53.8,848.4,2.5,9,0,298,501
MTE,01.07.2015 00:00,18.1,59.1,849,2.3,8.3,0,249,393
MTE,02.07.2015 00:00,19.9,49,851.6,2.6,9.4,0,299,499
MTE,03.07.2015 00:00,19.9,50.7,853.8,2,7.2,0,206,252
MTE,04.07.2015 00:00,19.9,49.4,852.7,2.3,8.3,0,259,421
MTE,05.07.2015 00:00,20.6,46.6,849.7,2.4,8.6,0,255,388
MTE,06.07.2015 00:00,19.4,54.2,849.7,1.9,6.8,0,192,213
MTE,07.07.2015 00:00,20.5,46,846.4,2.1,7.6,0.2,228,289
MTE,08.07.2015 00:00,15.1,63.5,842.8,2.1,7.6,0,187,204
MTE,09.07.2015 00:00,11.2,62.8,845.5,2.3,8.3,0,300,496
MTE,10.07.2015 00:00,13.7,51,847.1,2.5,9,0,302,495
MTE,11.07.2015 00:00,16.7,51.2,847.8,2.5,9,0,253,410
MTE,12.07.2015 00:00,16.1,55.9,847,2.4,8.6,0,271,451
MTE,13.07.2015 00:00,16.2,58.9,846.9,1.7,6.1,0,183,188
MTE,14.07.2015 00:00,16.2,58,847.6,2.4,8.6,0,289,496
MTE,15.07.2015 00:00,17.4,50.3,847.5,2.4,8.6,0,288,495
MTE,16.07.2015 00:00,18.7,49.3,847.8,2.4,8.6,0,244,395
MTE,17.07.2015 00:00,17.1,57.4,849.1,2.1,7.6,0,120,169
MTE,18.07.2015 00:00,16,65.5,848.7,2.1,7.6,1.8,157,93
MTE,19.07.2015 00:00,15.7,74.9,845.1,1.8,6.5,5.6,163,184
MTE,20.07.2015 00:00,16.8,73.7,845.3,1.9,6.8,0,222,329
MTE,21.07.2015 00:00,18.7,59.7,846.3,2.2,7.9,0,277,469
MTE,22.07.2015 00:00,17.4,68.2,845.7,1.9,6.8,0.2,175,213
MTE,23.07.2015 00:00,15.6,79.2,844.1,1.8,6.5,0,166,163
MTE,24.07.2015 00:00,15.5,74.4,841.6,2,7.2,28.4,180,260
MTE,25.07.2015 00:00,12.8,73.5,841.6,2.1,7.6,0,237,342
MTE,26.07.2015 00:00,10.7,75.8,841.5,1.7,6.1,6.6,171,178
MTE,27.07.2015 00:00,12.2,73.3,839.1,2.1,7.6,0,286,484
MTE,28.07.2015 00:00,12.3,69.3,839.5,2.1,7.6,0,242,422
MTE,29.07.2015 00:00,11.8,84.2,840.1,1.4,5,5.6,87,21
MTE,30.07.2015 00:00,11,80.1,841.2,1.7,6.1,0.2,248,354
MTE,31.07.2015 00:00,12.3,67.5,841.5,1.7,6.1,3.4,257,390
MTE,01.08.2015 00:00,11.2,92.4,842.8,1.2,4.3,15.4,71,10
MTE,02.08.2015 00:00,12.2,84.4,845.7,1.8,6.5,0,240,407
MTE,03.08.2015 00:00,15.5,67,846.9,2.5,9,0,269,475
MTE,04.08.2015 00:00,15,74.7,846.3,1.9,6.8,0.8,118,105
MTE,05.08.2015 00:00,16.3,63.2,846.5,2.3,8.3,0,271,474
MTE,06.08.2015 00:00,18.6,58.8,847.6,2.2,7.9,0,228,337
MTE,07.08.2015 00:00,19.5,53.7,847.9,2.4,8.6,0,241,397
MTE,08.08.2015 00:00,18.1,62.4,848.5,2,7.2,5.4,167,241
MTE,09.08.2015 00:00,14,91.4,846.5,1.7,6.1,22.2,102,56
MTE,10.08.2015 00:00,12.7,90.8,844.6,1.4,5,0,100,76
MTE,11.08.2015 00:00,14.8,69.8,845.4,2.2,7.9,0,251,425
MTE,12.08.2015 00:00,16.6,67.1,848.2,2.2,7.9,0,230,378
MTE,13.08.2015 00:00,17.3,63.4,844.9,1.9,6.8,6,212,283
MTE,14.08.2015 00:00,11.2,93.7,841.2,1.3,4.7,22.6,49,11
MTE,15.08.2015 00:00,8.8,94.2,839.4,1.8,6.5,18.4,87,18
MTE,16.08.2015 00:00,8.9,90.2,839.2,1.5,5.4,0.4,195,130
MTE,17.08.2015 00:00,10.1,92.9,839.5,1.4,5,3.4,139,83
MTE,18.08.2015 00:00,9.4,88,841.2,1.4,5,17.2,149,137
MTE,19.08.2015 00:00,8.7,90.3,844.4,1.3,4.7,1.8,86,0
MTE,20.08.2015 00:00,10,80.3,848.2,1.5,5.4,0,198,286
MTE,21.08.2015 00:00,11.1,76.6,848.4,1.9,6.8,0,212,344
MTE,22.08.2015 00:00,12.1,72.4,844.7,2.2,7.9,0,189,311
MTE,23.08.2015 00:00,11.4,83.1,839.4,1.6,5.8,0.4,92,47
MTE,24.08.2015 00:00,11.5,86.6,838.3,1.7,6.1,3.4,109,49
MTE,25.08.2015 00:00,9.9,82.8,844.9,1.8,6.5,0,234,419
MTE,26.08.2015 00:00,12,66,846.2,2.2,7.9,0,237,433
MTE,27.08.2015 00:00,14.1,62.1,845.6,2.2,7.9,0,216,411
MTE,28.08.2015 00:00,15.8,61.8,848.8,2.2,7.9,0,215,420
MTE,29.08.2015 00:00,16.5,66.4,850.6,2.4,8.6,0,208,421
MTE,30.08.2015 00:00,15.9,65,849.7,2.4,8.6,0,218,424
MTE,31.08.2015 00:00,14.9,60.8,846.5,2.4,8.6,0,223,425
MTE,01.09.2015 00:00,12.2,85.5,843,1.2,4.3,14.2,53,1
MTE,02.09.2015 00:00,11.3,89.2,841.7,1.5,5.4,0.2,170,228
MTE,03.09.2015 00:00,9.5,89.5,841.1,1.3,4.7,3.4,97,23
MTE,04.09.2015 00:00,8.9,81.9,841.1,1.3,4.7,3.4,196,319
MTE,05.09.2015 00:00,6.7,84.2,842.1,1.6,5.8,0,85,17
MTE,06.09.2015 00:00,5.7,74.6,846.1,1.9,6.8,0,214,409
MTE,07.09.2015 00:00,6,79.5,846.8,1.9,6.8,0,216,415
MTE,08.09.2015 00:00,7.5,77.8,845.6,1.9,6.8,0,157,279
MTE,09.09.2015 00:00,8.6,76,843.3,1.9,6.8,0,174,310
MTE,10.09.2015 00:00,8.2,76.4,842.2,2.2,7.9,1.2,127,151
MTE,11.09.2015 00:00,8.4,79.3,843.6,1.7,6.1,0,106,99
MTE,12.09.2015 00:00,9.8,73.6,844.7,1.7,6.1,0,199,402
MTE,13.09.2015 00:00,9.7,89.8,839.4,1.4,5,15.8,111,161
MTE,14.09.2015 00:00,8.5,88,837,1.5,5.4,0,103,131
MTE,15.09.2015 00:00,8.4,76.3,837.2,1.6,5.8,0,106,12
MTE,16.09.2015 00:00,11.8,71.9,833.4,1.5,5.4,0,103,109
MTE,17.09.2015 00:00,9.4,84.6,835.7,1.9,6.8,5,72,56
MTE,18.09.2015 00:00,7.2,92.8,843.7,1.3,4.7,1,89,39
MTE,19.09.2015 00:00,7,82.8,846.3,1.1,4,0,133,197
MTE,20.09.2015 00:00,5.8,81.9,846.2,1.8,6.5,0,184,382
MTE,21.09.2015 00:00,6.5,74.2,841.8,2.1,7.6,0,183,379
MTE,22.09.2015 00:00,8.1,72.8,835.3,2,7.2,5.4,146,246
MTE,23.09.2015 00:00,3.7,90.8,837.5,1.2,4.3,1.2,54,0
MTE,24.09.2015 00:00,3.4,80.7,843.5,1.9,6.8,0,177,372
MTE,25.09.2015 00:00,5.1,76.1,844.6,2.1,7.6,0,172,371
MTE,26.09.2015 00:00,6.1,78.2,844.6,1.9,6.8,0,160,351
MTE,27.09.2015 00:00,6.8,79.9,847,1.7,6.1,0,141,311
MTE,28.09.2015 00:00,5.7,86.5,848.4,1.6,5.8,0,157,338
MTE,29.09.2015 00:00,5,74,847.9,1.9,6.8,0,105,144
MTE,30.09.2015 00:00,5.1,72.3,847.1,2,7.2,0,163,361
MTE,01.10.2015 00:00,4.9,75.7,846,1.7,6.1,0,157,271
MTE,02.10.2015 00:00,7,78.3,844.7,1.3,4.7,0,68,65
MTE,03.10.2015 00:00,7.5,82.6,842.7,1.5,5.4,4.2,116,160
MTE,04.10.2015 00:00,6.6,82.4,842.9,1.6,5.8,0.2,159,346
MTE,05.10.2015 00:00,9.5,76.8,841.7,1.4,5,2,113,224
MTE,06.10.2015 00:00,8.7,91.8,837.9,1.6,5.8,11.2,62,33
MTE,07.10.2015 00:00,6.8,93.7,840.3,1.4,5,0.2,81,79
MTE,08.10.2015 00:00,5.4,89.3,842.9,1.5,5.4,0,146,325
MTE,09.10.2015 00:00,5.5,82.2,842.2,1.8,6.5,0,119,264
MTE,10.10.2015 00:00,4.9,81.2,837.5,1.8,6.5,0,127,295
MTE,11.10.2015 00:00,3.6,76.2,835.6,1.7,6.1,0,136,330
MTE,12.10.2015 00:00,6.3,61,838.7,1.8,6.5,0,102,171
MTE,13.10.2015 00:00,5.4,88.5,837.8,1.1,4,13.8,43,0
MTE,14.10.2015 00:00,1.4,91.7,835,1.9,6.8,1.9,149,281
MTE,15.10.2015 00:00,-0.9,96.5,833.8,1.6,5.8,8.9,33,0
MTE,16.10.2015 00:00,-1.1,90.9,838.3,1.5,5.4,0.2,122,145
MTE,17.10.2015 00:00,0.4,88,839.4,1.5,5.4,0,87,37
MTE,18.10.2015 00:00,2.9,84.2,839.5,1.4,5,1,117,203
MTE,19.10.2015 00:00,1.8,78.9,840.1,1.7,6.1,0,123,309
MTE,20.10.2015 00:00,0.8,85.4,840.9,1.5,5.4,0,120,297
MTE,21.10.2015 00:00,0.8,79.8,840.9,1.6,5.8,0,120,305
MTE,22.10.2015 00:00,1.8,81.6,842.2,1.4,5,0,94,135
MTE,23.10.2015 00:00,4.2,71.1,845.9,2,7.2,0,113,296
MTE,24.10.2015 00:00,7.8,48.1,846.4,2.4,8.6,0,92,178
MTE,25.10.2015 00:00,7.2,60.9,847.5,2.1,7.6,0,98,236
MTE,26.10.2015 00:00,6.7,61.5,844.4,2.5,9,0,101,279
MTE,27.10.2015 00:00,5.9,52.5,842.1,2.3,8.3,0.1,102,265
MTE,28.10.2015 00:00,6.2,76.4,838.5,1.3,4.7,14.2,80,173
MTE,29.10.2015 00:00,2.9,97.1,842.2,1.7,6.1,0,72,82
MTE,30.10.2015 00:00,5.3,73.2,847.7,2.4,8.6,0,97,268
MTE,31.10.2015 00:00,6.7,54.4,850.9,2.6,9.4,0,96,265
MTE,01.11.2015 00:00,6.1,45.9,853.2,2.6,9.4,0,97,264
MTE,02.11.2015 00:00,5.4,41.8,851.4,2.5,9,0,94,262
MTE,03.11.2015 00:00,6.7,53.5,847.5,1.7,6.1,0,43,45
MTE,04.11.2015 00:00,5,69.2,846.7,2.3,8.3,0,86,214
MTE,05.11.2015 00:00,4.2,66.3,847,2.5,9,0,86,254
MTE,06.11.2015 00:00,6.3,57.9,850.7,2.1,7.6,0,84,252
MTE,07.11.2015 00:00,7.3,48.4,853.5,2.4,8.6,0,81,249
MTE,08.11.2015 00:00,9.1,52.6,854.8,2.9,10.4,0,79,243
MTE,09.11.2015 00:00,7.8,53.6,854.7,2.4,8.6,0,56,176
MTE,10.11.2015 00:00,6.3,58.7,852.8,2.1,7.6,0,74,227
MTE,11.11.2015 00:00,5.4,53.2,850.7,2,7.2,0,74,222
MTE,12.11.2015 00:00,6.5,43.4,850.8,2.3,8.3,0,76,220
MTE,13.11.2015 00:00,5.5,49.9,851.4,1.9,6.8,0,74,218
MTE,14.11.2015 00:00,3.8,54.2,852.2,1.9,6.8,0,64,213
MTE,15.11.2015 00:00,7.3,60.5,848.9,2,7.2,0,27,0
MTE,16.11.2015 00:00,5.3,49,846.4,2.7,9.7,0,62,210
MTE,17.11.2015 00:00,5.8,42.3,846.1,2.2,7.9,0,75,208
MTE,18.11.2015 00:00,4.7,69.3,848.6,2.1,7.6,0,65,207
MTE,19.11.2015 00:00,3.9,53.3,848.7,2.2,7.9,0,65,206
MTE,20.11.2015 00:00,5.1,86.9,838.6,1.6,5.8,47.5,8,0
MTE,21.11.2015 00:00,-2.7,92.2,823.6,2.1,7.6,1.9,27,0
MTE,22.11.2015 00:00,-6.3,87.4,829.1,2,7.2,0.9,61,99
MTE,23.11.2015 00:00,-10.2,78.2,839.8,3.1,11.2,0,63,202
MTE,24.11.2015 00:00,-7.6,78.6,841.6,2.4,8.6,3.3,66,201
MTE,25.11.2015 00:00,-3.3,93.5,832,1.5,5.4,5.3,33,6
MTE,26.11.2015 00:00,-5.4,89.8,833.5,1.6,5.8,0.8,28,0
MTE,27.11.2015 00:00,-9,82.4,836,2.5,9,0.3,60,197
MTE,28.11.2015 00:00,-5.2,85,839.5,2.3,8.3,0.5,29,19
MTE,29.11.2015 00:00,-2.4,84.2,847.9,1.9,6.8,0.1,24,0
MTE,30.11.2015 00:00,-0.9,80.7,851.5,1.8,6.5,0,56,108
MTE,01.12.2015 00:00,-1.8,72.3,852.2,2.7,9.7,0,34,27
MTE,02.12.2015 00:00,1.1,59,852.2,3.3,11.9,0,56,189
MTE,03.12.2015 00:00,1.9,50,852.4,3.5,12.6,0,54,188
MTE,04.12.2015 00:00,2.1,58.6,854.1,2.3,8.3,0.2,48,59
MTE,05.12.2015 00:00,0.9,82.2,853.4,2.2,7.9,0,50,187
MTE,06.12.2015 00:00,0.9,71.6,852.9,2.7,9.7,0,48,183
MTE,07.12.2015 00:00,0.9,67.7,854,2.7,9.7,0,50,184
MTE,08.12.2015 00:00,0.1,63.7,853.6,2.9,10.4,0,49,183
MTE,09.12.2015 00:00,-0.4,80.9,855.3,1.8,6.5,0.3,30,1
MTE,10.12.2015 00:00,-2.4,49.4,855.2,3.2,11.5,0,51,182
MTE,11.12.2015 00:00,-0.5,48,852,2.7,9.7,0,51,181
MTE,12.12.2015 00:00,-1.2,54.7,848,2.6,9.4,0,49,181
MTE,13.12.2015 00:00,-0.5,55.1,844.2,2.8,10.1,0,47,164
MTE,14.12.2015 00:00,-1.7,57.7,844.5,2.8,10.1,0,47,180
MTE,15.12.2015 00:00,0.4,64.6,848.1,2.1,7.6,2.3,51,170
MTE,16.12.2015 00:00,2.8,89,852.1,1.6,5.8,0.2,50,113
MTE,17.12.2015 00:00,2.8,67,851.4,2.6,9.4,0,46,178
MTE,18.12.2015 00:00,4,61.8,850,2.4,8.6,0,46,111
MTE,19.12.2015 00:00,3.9,66.8,848.8,2.5,9,0,45,178
MTE,20.12.2015 00:00,3.4,62.6,848.8,3,10.8,0,45,177
MTE,21.12.2015 00:00,2.2,72.9,851.8,2.1,7.6,0,31,4
MTE,22.12.2015 00:00,2.3,61.9,853.7,2.5,9,0,49,177
MTE,23.12.2015 00:00,0.9,67.4,852.1,2.5,9,0,46,178
MTE,24.12.2015 00:00,0.9,60.4,850.7,2.9,10.4,0,46,150
MTE,25.12.2015 00:00,1.9,54.3,854.6,3,10.8,0,46,178
MTE,26.12.2015 00:00,2.6,47.7,854.4,3.3,11.9,0,47,178
MTE,27.12.2015 00:00,2.5,44.4,854.3,3.3,11.9,0,48,178
MTE,28.12.2015 00:00,2.8,41.8,852,3.6,13,0,48,179
MTE,29.12.2015 00:00,0.4,51.1,849.7,2.8,10.1,0,48,179
MTE,30.12.2015 00:00,-0.8,53.6,847.3,2.9,10.4,0,48,180
MTE,31.12.2015 00:00,1.7,54.4,846.1,1.8,6.5,0,28,0
MTE,01.01.2016 00:00,0,65.8,844.4,2,7.2,0,50,181
MTE,02.01.2016 00:00,-0.5,76.8,837.1,1.4,5,5,20,1
MTE,03.01.2016 00:00,-3.4,84.5,830.8,1.6,5.8,10.5,52,137
MTE,04.01.2016 00:00,-2.5,94.1,822,1.3,4.7,3.3,21,0
MTE,05.01.2016 00:00,-4.1,85.6,822.9,2.1,7.6,1.5,53,161
MTE,06.01.2016 00:00,-5.3,79.1,825.3,2.3,8.3,1.4,61,184
MTE,07.01.2016 00:00,-3.3,91.2,827.1,1.8,6.5,14.4,7,0
MTE,08.01.2016 00:00,-0.1,94.2,830.7,1.4,5,2.8,25,0
MTE,09.01.2016 00:00,0.6,98.3,829.2,1.6,5.8,7.5,18,0
MTE,10.01.2016 00:00,-0.5,95.1,826.4,1.7,6.1,2.6,26,0
MTE,11.01.2016 00:00,-0.7,96.6,822.5,1.9,6.8,17,12,0
MTE,12.01.2016 00:00,-2.8,89.2,829.2,1.6,5.8,5.3,30,0
MTE,13.01.2016 00:00,-6.5,85.9,839.5,1.8,6.5,1.3,29,0
MTE,14.01.2016 00:00,-7.3,85.7,834.2,2,7.2,1.5,41,26
MTE,15.01.2016 00:00,-8.1,82.9,835.5,1.3,4.7,0.2,40,128
MTE,16.01.2016 00:00,-8,83.1,839.3,1.5,5.4,0.6,57,61
MTE,17.01.2016 00:00,-10.2,78.8,840.1,1.7,6.1,0.3,40,0
MTE,18.01.2016 00:00,-11.3,71.4,834.7,2.3,8.3,0,69,137
MTE,19.01.2016 00:00,-6.1,82.5,834.5,1.9,6.8,0,39,0
MTE,20.01.2016 00:00,-4.9,75,836.9,2.5,9,0,45,9
MTE,21.01.2016 00:00,-8.3,66.8,841.6,2.8,10.1,0,65,204
MTE,22.01.2016 00:00,-5,62.2,847.5,2.8,10.1,0.1,67,205
MTE,23.01.2016 00:00,-1.8,70.2,853.1,2.2,7.9,0,68,205
MTE,24.01.2016 00:00,-0.2,63.5,854.7,2.2,7.9,0,52,32
MTE,25.01.2016 00:00,1.9,66.3,853.3,3,10.8,0,66,210
MTE,26.01.2016 00:00,2.6,61.4,852.7,3.1,11.2,0,62,183
MTE,27.01.2016 00:00,2.8,56.4,849.8,3,10.8,0,80,210
MTE,28.01.2016 00:00,2.3,57.6,848.7,2.7,9.7,0,58,0
MTE,29.01.2016 00:00,0.6,67.5,851.6,2.5,9,0.2,72,218
MTE,30.01.2016 00:00,0.2,62.5,846.2,2.4,8.6,10.7,74,183
MTE,31.01.2016 00:00,1.2,98.6,842.7,1.4,5,18.2,12,0
MTE,01.02.2016 00:00,2.5,85.8,850.7,2.1,7.6,0,80,226
MTE,02.02.2016 00:00,3.5,59.5,846.9,2,7.2,0,75,124
MTE,03.02.2016 00:00,-2.3,84,842.3,1.9,6.8,6,20,0
MTE,04.02.2016 00:00,-3.9,84.8,848.9,1.7,6.1,6.8,57,46
MTE,05.02.2016 00:00,-0.6,86.4,848.5,2.3,8.3,0,87,252
MTE,06.02.2016 00:00,-1.1,72.4,842.7,2,7.2,0,89,254
MTE,07.02.2016 00:00,-0.3,80.1,833.5,2.1,7.6,5.8,40,0
MTE,08.02.2016 00:00,-0.9,84.9,836.6,2,7.2,0,76,83
MTE,09.02.2016 00:00,0,86.4,829.2,2.2,7.9,9.2,49,0
MTE,10.02.2016 00:00,-6.1,80.9,825.9,1.6,5.8,0.8,43,0
MTE,11.02.2016 00:00,-7.3,73.9,829.9,1.8,6.5,0.9,103,239
MTE,12.02.2016 00:00,-6.4,86.5,824.1,1.9,6.8,7.8,41,0
MTE,13.02.2016 00:00,-2.5,91.8,820.1,1.6,5.8,5.8,50,77
MTE,14.02.2016 00:00,-2.1,89.9,818.5,1.8,6.5,0.9,57,42
MTE,15.02.2016 00:00,-5.3,72,830.9,2.6,9.4,0,97,20
MTE,16.02.2016 00:00,-6.9,71,842.5,2.7,9.7,0,108,278
MTE,17.02.2016 00:00,-4.9,69.8,837.6,2.4,8.6,0,93,178
MTE,18.02.2016 00:00,-4.3,62.3,836.2,2.4,8.6,0,106,253
MTE,19.02.2016 00:00,-5.4,81.6,840.9,2.1,7.6,0.7,62,0
MTE,20.02.2016 00:00,-4.3,78.9,847.2,1.8,6.5,5.5,32,0
MTE,21.02.2016 00:00,3.5,77.1,847.6,2.2,7.9,0,121,308
MTE,22.02.2016 00:00,4.3,62.2,840.7,1.9,6.8,6.5,98,151
MTE,23.02.2016 00:00,0.9,95.3,837.4,1.9,6.8,3.7,59,2
MTE,24.02.2016 00:00,-2.2,90.8,836.6,1.6,5.8,0.5,69,0
MTE,25.02.2016 00:00,-0.6,97.4,832.4,1.5,5.4,1.7,48,0
MTE,26.02.2016 00:00,-5,74.1,830.3,2.5,9,0,138,318
MTE,27.02.2016 00:00,-1.8,62.9,826.5,2,7.2,0,108,187
MTE,28.02.2016 00:00,-0.1,87.7,828,1.1,4,3.1,53,0
MTE,29.02.2016 00:00,-1.5,97.7,830.6,1.5,5.4,2.9,40,0
MTE,01.03.2016 00:00,-2.6,83.7,839.8,1.9,6.8,0.3,153,331
MTE,02.03.2016 00:00,-0.5,89.4,832.2,2.3,8.3,11.9,86,45
MTE,03.03.2016 00:00,-6.2,89.4,827.3,1.8,6.5,3.3,49,0
MTE,04.03.2016 00:00,-4.9,82.4,826.9,1.7,6.1,0.7,126,78
MTE,05.03.2016 00:00,-3.4,91.6,820.9,1.3,4.7,5.1,63,6
MTE,06.03.2016 00:00,-5.4,79.5,825.6,1.4,5,0.2,143,157
MTE,07.03.2016 00:00,-7.9,64.7,825.7,2.4,8.6,0.5,155,302
MTE,08.03.2016 00:00,-6.6,72.3,832.7,1.6,5.8,0,116,74
MTE,09.03.2016 00:00,-7.4,56.6,830.5,2.6,9.4,0,168,348
MTE,10.03.2016 00:00,-5.1,52.8,834.5,2.9,10.4,0,169,353
MTE,11.03.2016 00:00,-3.7,56.4,839.1,2.6,9.4,0,170,351
MTE,12.03.2016 00:00,-2.6,61.7,841.3,2.7,9.7,0,168,361
MTE,13.03.2016 00:00,-2.6,57,841,2.8,10.1,0,174,362
MTE,14.03.2016 00:00,-1.7,59.5,842.6,2.6,9.4,0,180,363
MTE,15.03.2016 00:00,-1.4,63.6,839.6,2.4,8.6,0.8,140,221
MTE,16.03.2016 00:00,-2,73.1,836.8,2,7.2,0,136,60
MTE,17.03.2016 00:00,-1.5,53.8,843.7,2.6,9.4,0,183,371
MTE,18.03.2016 00:00,-0.7,49.3,841.1,3.1,11.2,0,188,372
MTE,19.03.2016 00:00,0.1,44.8,840.1,3.1,11.2,0,193,372
