station_abbr,reference_timestamp,temp_A5,Humid2j,pressHPA,vit_vent,vitvkmh,precipi_j,Ray_j,ensol_dur
MTE,06.08.2022 00:00,14.4,82.5,847.6,1.3,4.7,0,161,233
MTE,07.08.2022 00:00,13.6,86,846.1,1.5,5.4,1,137,192
MTE,08.08.2022 00:00,15,70.4,847.1,1.9,6.8,0,256,435
MTE,09.08.2022 00:00,16.3,64.7,848.6,2.1,7.6,0,263,453
MTE,10.08.2022 00:00,16.8,59.2,848,2.3,8.3,0,267,446
MTE,11.08.2022 00:00,16.8,52.4,846.8,2.3,8.3,0,251,425
MTE,12.08.2022 00:00,16.6,49.9,843.6,2.4,8.6,0,243,401
MTE,13.08.2022 00:00,15.3,51.4,842.5,2.2,7.9,0,261,454
MTE,14.08.2022 00:00,13.9,54.5,840,2,7.2,0,111,2
MTE,15.08.2022 00:00,13.8,61.8,838.6,2.1,7.6,0,165,161
MTE,16.08.2022 00:00,14.9,57.2,840.4,2.1,7.6,0,225,411
MTE,17.08.2022 00:00,16.1,60.8,841.2,2.1,7.6,6.8,139,125
MTE,18.08.2022 00:00,11.4,93,840.8,1.4,5,5.2,86,49
MTE,19.08.2022 00:00,10.7,96,843.8,1.1,4,5,32,0
MTE,20.08.2022 00:00,11.2,87.3,846.2,1.7,6.1,1.8,100,19
MTE,21.08.2022 00:00,12,74.3,843.8,1.7,6.1,0,225,387
MTE,22.08.2022 00:00,13.4,72,842.5,1.6,5.8,0,211,341
MTE,23.08.2022 00:00,13.3,67.1,844.6,2.3,8.3,0,238,435
MTE,24.08.2022 00:00,15,63.7,845.7,2.2,7.9,0,214,395
MTE,25.08.2022 00:00,16.1,61.7,845,2.2,7.9,0,222,391
MTE,26.08.2022 00:00,12.7,85.7,844,1.8,6.5,2.6,58,4
MTE,27.08.2022 00:00,12.9,79.2,842.1,1.7,6.1,0,122,164
MTE,28.08.2022 00:00,13.8,74.6,843.9,2.2,7.9,0,176,288
MTE,29.08.2022 00:00,14.8,64.8,846.6,2.2,7.9,0,197,355
MTE,30.08.2022 00:00,14.8,63,846.5,1.8,6.5,0.4,100,66
MTE,31.08.2022 00:00,12.8,79.5,844.6,1.4,5,1.1,144,193
MTE,01.09.2022 00:00,12.2,69.4,843.2,1.9,6.8,0,197,345
MTE,02.09.2022 00:00,12,72.8,842.5,2,7.2,0,131,144
MTE,03.09.2022 00:00,12.2,75.3,843.1,1.7,6.1,1.5,130,133
MTE,04.09.2022 00:00,13.3,69.1,847.4,1.7,6.1,0,134,180
MTE,05.09.2022 00:00,14.5,62.5,849.2,2.1,7.6,0,202,327
MTE,06.09.2022 00:00,14.6,65.8,847.1,2,7.2,5.9,148,227
MTE,07.09.2022 00:00,13.6,80.2,843.7,1.7,6.1,7.4,147,199
MTE,08.09.2022 00:00,11.4,80.3,841.8,1.4,5,0,176,269
MTE,09.09.2022 00:00,10.7,63.5,842.5,2,7.2,0,181,302
MTE,10.09.2022 00:00,10,69.4,844,1.7,6.1,0,200,360
MTE,11.09.2022 00:00,9.5,65.7,845,2.1,7.6,0,207,406
MTE,12.09.2022 00:00,12.3,47.9,844.3,2.5,9,0,204,402
MTE,13.09.2022 00:00,15.6,47.4,842.5,1.8,6.5,0.1,145,170
MTE,14.09.2022 00:00,14.5,73.2,839.7,1.5,5.4,1.1,101,73
MTE,15.09.2022 00:00,12,81.7,839.4,1.5,5.4,0.2,89,43
MTE,16.09.2022 00:00,10.2,75.6,837.9,2.1,7.6,3.1,116,136
MTE,17.09.2022 00:00,3.5,72.7,840.5,1.4,5,0,107,95
MTE,18.09.2022 00:00,5.2,59.3,843,1.8,6.5,0,187,384
MTE,19.09.2022 00:00,6.3,59,842.7,1.8,6.5,0,187,379
MTE,20.09.2022 00:00,5.4,60.8,844.4,2,7.2,0,183,373
MTE,21.09.2022 00:00,5.5,67.9,844.8,1.9,6.8,0,185,372
MTE,22.09.2022 00:00,6.5,63.9,844.8,2.3,8.3,0,181,372
MTE,23.09.2022 00:00,8.3,56.1,843.4,2,7.2,0,170,356
MTE,24.09.2022 00:00,6.5,87.5,840,1,3.6,6,38,0
MTE,25.09.2022 00:00,5.6,94.3,838.3,1.1,4,7.4,59,0
MTE,26.09.2022 00:00,4.6,90.3,834.8,1.6,5.8,2.4,108,67
MTE,27.09.2022 00:00,4.2,81.4,831.6,2,7.2,3.8,130,78
MTE,28.09.2022 00:00,4.9,94.1,828.7,1.5,5.4,12.1,52,16
MTE,29.09.2022 00:00,4.6,95.4,828.3,1.4,5,7.5,82,10
MTE,30.09.2022 00:00,4.1,93.6,835.7,1.4,5,0,95,29
MTE,01.10.2022 00:00,5.5,95.6,844.2,1.4,5,16.2,22,0
MTE,02.10.2022 00:00,9.1,89.4,849,1.5,5.4,0,152,306
MTE,03.10.2022 00:00,7,76.1,848.6,2,7.2,0,155,349
MTE,04.10.2022 00:00,7.6,56.7,848.6,2,7.2,0,141,348
MTE,05.10.2022 00:00,9.4,51.5,850.8,2.2,7.9,0,152,347
MTE,06.10.2022 00:00,8.4,65.9,853.5,2.3,8.3,0,147,345
MTE,07.10.2022 00:00,8.7,71.1,849.7,2.1,7.6,0,145,340
MTE,08.10.2022 00:00,8.2,85.3,846.8,1.4,5,0.8,44,0
MTE,09.10.2022 00:00,7.7,87.8,845.1,1.3,4.7,0.2,71,1
MTE,10.10.2022 00:00,8,80.4,845.8,1.8,6.5,0,91,124
MTE,11.10.2022 00:00,8,70,847.3,1.7,6.1,3.2,129,307
MTE,12.10.2022 00:00,7.8,86.3,847.9,1.3,4.7,0,83,114
MTE,13.10.2022 00:00,7.6,77.8,846.4,1.5,5.4,0,85,43
MTE,14.10.2022 00:00,8.1,86.7,843.7,1.5,5.4,4.1,79,83
MTE,15.10.2022 00:00,8.2,87,843.1,1.7,6.1,0,52,54
MTE,16.10.2022 00:00,9.5,59.1,847.5,2.3,8.3,0,135,317
MTE,17.10.2022 00:00,9,59.9,852.7,2.2,7.9,0,117,316
MTE,18.10.2022 00:00,10.4,65.7,853.2,1.9,6.8,0,102,242
MTE,19.10.2022 00:00,10.1,54.6,849,2.3,8.3,0,120,308
MTE,20.10.2022 00:00,10.3,64.8,845.7,1.8,6.5,1.7,56,10
MTE,21.10.2022 00:00,8.7,95.6,842.7,1,3.6,20.7,31,0
MTE,22.10.2022 00:00,7.5,90.2,844.8,1.5,5.4,0.4,111,297
MTE,23.10.2022 00:00,9.3,78.7,844.9,1.7,6.1,4.6,48,14
MTE,24.10.2022 00:00,7.7,96.2,844.8,1.5,5.4,19.1,28,0
MTE,25.10.2022 00:00,6.7,88.6,846,1.5,5.4,1.7,106,278
MTE,26.10.2022 00:00,8.5,78.2,848.8,1.8,6.5,0.1,98,258
MTE,27.10.2022 00:00,9.9,60,853.1,2.2,7.9,0,101,273
MTE,28.10.2022 00:00,11.5,60.4,854.1,2,7.2,0,74,81
MTE,29.10.2022 00:00,11.9,53.4,852.4,2.4,8.6,0,95,269
MTE,30.10.2022 00:00,11,48.6,849.5,2.4,8.6,0,91,252
MTE,31.10.2022 00:00,9.2,53,846.9,1.9,6.8,0,87,206
MTE,01.11.2022 00:00,6.3,81.4,847.5,1.5,5.4,1.5,51,73
MTE,02.11.2022 00:00,4.4,81.4,847.9,1.9,6.8,0,70,176
MTE,03.11.2022 00:00,4.6,70.3,840.4,1.6,5.8,5.4,60,69
MTE,04.11.2022 00:00,1.1,88,833.7,1.4,5,3.2,53,14
MTE,05.11.2022 00:00,-0.7,87.7,841.4,1.6,5.8,0,70,122
MTE,06.11.2022 00:00,2.3,72.2,841.5,1.6,5.8,0,76,192
MTE,07.11.2022 00:00,4,56.2,843.8,2.1,7.6,0,85,247
MTE,08.11.2022 00:00,5.4,48.3,842.1,1.9,6.8,0,87,222
MTE,09.11.2022 00:00,4.9,69.9,842.7,1.4,5,3.5,45,8
MTE,10.11.2022 00:00,3.1,86.6,850,1.8,6.5,0,68,177
MTE,11.11.2022 00:00,4.9,59,855.5,2,7.2,0,77,221
MTE,12.11.2022 00:00,6.9,52.5,853.9,2,7.2,0,60,101
MTE,13.11.2022 00:00,4.7,54.5,845.1,2,7.2,4.2,75,211
MTE,14.11.2022 00:00,1,92.7,842.8,1.2,4.3,4.5,27,0
MTE,15.11.2022 00:00,2.1,94.1,836.7,1.2,4.3,2.5,45,0
MTE,16.11.2022 00:00,2,86.5,831,1.6,5.8,0.4,70,210
MTE,17.11.2022 00:00,3,81.4,827.9,1.8,6.5,7.7,66,186
MTE,18.11.2022 00:00,-0.5,93,830.8,1.7,6.1,0.3,41,6
MTE,19.11.2022 00:00,-4,74.8,833.9,2.2,7.9,0,63,205
MTE,20.11.2022 00:00,-3,70.4,836.7,1.8,6.5,0.7,66,205
MTE,21.11.2022 00:00,-0.7,76.1,830.6,1.4,5,4.1,61,136
MTE,22.11.2022 00:00,-1.9,89.3,826.6,1.4,5,0.3,58,72
MTE,23.11.2022 00:00,-3.4,75.8,830.8,2,7.2,2.8,41,40
MTE,24.11.2022 00:00,-1.3,76.8,839.8,1.9,6.8,0,64,173
MTE,25.11.2022 00:00,0.7,70.7,842.7,1.5,5.4,0.8,64,134
MTE,26.11.2022 00:00,-3.1,61.7,849.5,2.6,9.4,0,61,197
MTE,27.11.2022 00:00,0.2,59,845.8,1.9,6.8,0,61,178
MTE,28.11.2022 00:00,1.2,69.8,837.7,1.2,4.3,0.4,39,0
MTE,29.11.2022 00:00,-1.7,92.6,837.6,1.2,4.3,0.9,32,0
MTE,30.11.2022 00:00,-5.6,84.4,839.1,2.1,7.6,0,54,190
MTE,01.12.2022 00:00,-5.4,79.9,839.2,1.9,6.8,0,53,190
MTE,02.12.2022 00:00,-4.7,63.2,837.4,2.3,8.3,0,54,188
MTE,03.12.2022 00:00,-1.8,63.9,835.4,1.9,6.8,0,64,159
MTE,04.12.2022 00:00,-0.2,83.7,834,1.5,5.4,1.2,35,12
MTE,05.12.2022 00:00,-3.2,89,839,1.8,6.5,0.4,54,83
MTE,06.12.2022 00:00,-3.5,67.4,838.4,2.2,7.9,0,46,184
MTE,07.12.2022 00:00,-5.7,66.2,835.7,2,7.2,0,50,184
MTE,08.12.2022 00:00,-4.3,52,830.8,2.4,8.6,0,51,183
MTE,09.12.2022 00:00,-1.7,86.6,825.3,1.1,4,6.6,22,0
MTE,10.12.2022 00:00,-3.2,97.3,826.3,1.6,5.8,0.6,24,0
MTE,11.12.2022 00:00,-11.5,84.7,828,2.1,7.6,0,50,179
MTE,12.12.2022 00:00,-9.8,78.6,828.9,1.6,5.8,0.8,52,170
MTE,13.12.2022 00:00,-4.6,84.8,827.2,1.4,5,0,41,8
MTE,14.12.2022 00:00,0.6,85.9,826.7,1.5,5.4,0.2,38,43
MTE,15.12.2022 00:00,-0.2,80,826.2,1.6,5.8,3,20,0
MTE,16.12.2022 00:00,-1.2,97.8,829.8,1.3,4.7,0.7,25,0
MTE,17.12.2022 00:00,-7.9,84.4,841.1,2.4,8.6,0,47,176
MTE,18.12.2022 00:00,-3.3,55.7,848.5,2.6,9.4,0,50,177
MTE,19.12.2022 00:00,3,68.7,848.7,1.8,6.5,0,40,3
MTE,20.12.2022 00:00,4,66.2,844.7,1.8,6.5,0,56,136
MTE,21.12.2022 00:00,2.3,87.7,841.8,1.2,4.3,1.2,22,0
MTE,22.12.2022 00:00,1.9,85.9,841.2,1.4,5,12.5,24,0
MTE,23.12.2022 00:00,2.8,97.5,840.6,1.5,5.4,37.5,9,0
MTE,24.12.2022 00:00,3.1,95.7,842.5,1.6,5.8,0.2,27,0
MTE,25.12.2022 00:00,3.4,71.4,843.6,2.5,9,0,49,177
MTE,26.12.2022 00:00,3.1,73.6,846.3,1.8,6.5,6,41,33
MTE,27.12.2022 00:00,-1.8,79.9,849.1,1.7,6.1,0,48,178
MTE,28.12.2022 00:00,-0.8,53.6,844.8,2.1,7.6,0,53,178
MTE,29.12.2022 00:00,0.6,56.3,841.1,1.7,6.1,1,54,130
MTE,30.12.2022 00:00,0.6,89.5,842.8,1.5,5.4,1.6,32,39
MTE,31.12.2022 00:00,4.6,80.7,848.4,1.9,6.8,0,45,25
MTE,01.01.2023 00:00,3.7,73.5,849.3,1.8,6.5,0,52,172
MTE,02.01.2023 00:00,2.7,70.1,848.5,1.7,6.1,0,46,73
MTE,03.01.2023 00:00,1.7,83.9,850.7,1.4,5,0,33,14
MTE,04.01.2023 00:00,0.6,62.1,852.1,1.8,6.5,0,48,121
MTE,05.01.2023 00:00,1.3,74.3,849.4,1.8,6.5,0,10,0
MTE,06.01.2023 00:00,1.6,47.8,846.6,2.6,9.4,0,52,184
MTE,07.01.2023 00:00,1.4,49.9,841.7,2.1,7.6,0,60,184
MTE,08.01.2023 00:00,-0.6,80.7,833.9,1.5,5.4,8.4,25,16
MTE,09.01.2023 00:00,-2.9,92.5,832.4,1.6,5.8,7.5,28,0
MTE,10.01.2023 00:00,-4.1,87.2,843.9,1.6,5.8,0,61,187
MTE,11.01.2023 00:00,-1.4,91.5,844.1,1.6,5.8,2.4,20,0
MTE,12.01.2023 00:00,-1.4,86.3,845.4,1.6,5.8,0,36,7
MTE,13.01.2023 00:00,-0.4,85.2,843.1,1.4,5,1.3,46,104
MTE,14.01.2023 00:00,0.1,71.9,842.8,1.4,5,0,47,0
MTE,15.01.2023 00:00,-1.3,84.2,835.4,2.1,7.6,2.6,24,0
MTE,16.01.2023 00:00,-6.3,80.4,821.2,1.8,6.5,4.9,32,0
MTE,17.01.2023 00:00,-6.7,87.2,812.9,1.7,6.1,3.6,33,9
MTE,18.01.2023 00:00,-7.1,82.9,818.8,1.8,6.5,1.3,69,173
MTE,19.01.2023 00:00,-12.4,68.8,827.8,2.5,9,0,64,203
MTE,20.01.2023 00:00,-14.5,64.9,833.3,2.4,8.6,0,63,202
MTE,21.01.2023 00:00,-13,65.5,835.8,1.9,6.8,0,74,205
MTE,22.01.2023 00:00,-12.5,72,839.2,1.6,5.8,0,61,182
MTE,23.01.2023 00:00,-9.6,72.2,840.6,1.5,5.4,0,45,30
MTE,24.01.2023 00:00,-4.7,63.6,847.3,2.2,7.9,0,69,196
MTE,25.01.2023 00:00,-5.1,63.9,844.2,1.7,6.1,0,56,115
MTE,26.01.2023 00:00,-8.7,67.9,836,1.5,5.4,0,72,211
MTE,27.01.2023 00:00,-10.3,76.6,834,1.5,5.4,0,69,205
MTE,28.01.2023 00:00,-10.2,79.7,838.2,1.7,6.1,0,71,216
MTE,29.01.2023 00:00,-7.9,68.8,843.4,1.9,6.8,0,78,218
MTE,30.01.2023 00:00,-5.5,61.6,844.3,2.2,7.9,0,65,160
MTE,31.01.2023 00:00,-4.9,60.7,846.7,2.1,7.6,0,84,226
MTE,01.02.2023 00:00,-3.6,70.4,846.9,1.8,6.5,0,79,231
MTE,02.02.2023 00:00,-3.7,69.8,849.3,1.9,6.8,0,80,237
MTE,03.02.2023 00:00,-2.3,58.1,852.1,2.2,7.9,0,90,243
MTE,04.02.2023 00:00,0.9,85.1,851.7,1.5,5.4,2.2,37,0
MTE,05.02.2023 00:00,-3.2,84.7,851.3,1.8,6.5,0.8,90,231
MTE,06.02.2023 00:00,-6,74.3,848.5,1.8,6.5,0,94,254
MTE,07.02.2023 00:00,-7,60.2,849.5,2.1,7.6,0,96,257
MTE,08.02.2023 00:00,-8.1,52.7,848.6,2.4,8.6,0,99,258
MTE,09.02.2023 00:00,-8.8,54.2,850.2,2.4,8.6,0,100,263
MTE,10.02.2023 00:00,-6.7,53.2,854.1,2.2,7.9,0,102,264
MTE,11.02.2023 00:00,-2,50.9,854.4,2.3,8.3,0,103,265
MTE,12.02.2023 00:00,0.5,59.4,854.2,2.4,8.6,0,101,268
MTE,13.02.2023 00:00,1.5,55.1,856.2,2.6,9.4,0,104,271
MTE,14.02.2023 00:00,1.3,54.2,854.5,2.6,9.4,0,107,273
MTE,15.02.2023 00:00,2.1,53,851.1,2.6,9.4,0,109,275
MTE,16.02.2023 00:00,1.2,52,850.7,2.5,9,0,114,279
MTE,17.02.2023 00:00,2.8,57.1,852.2,2.3,8.3,0,131,264
MTE,18.02.2023 00:00,2.4,57.9,851.2,2.4,8.6,0,102,290
MTE,19.02.2023 00:00,3.3,50.2,849.1,2.4,8.6,0,123,294
MTE,20.02.2023 00:00,2.7,65,849,2,7.2,0,119,304
MTE,21.02.2023 00:00,3.6,61.6,843.7,2.4,8.6,0,121,308
MTE,22.02.2023 00:00,2.7,71.6,838.9,2,7.2,5.2,102,155
MTE,23.02.2023 00:00,2.1,82.4,837.2,1.3,4.7,0,131,307
MTE,24.02.2023 00:00,1.7,64.8,833.2,1.9,6.8,0,129,319
MTE,25.02.2023 00:00,0.2,72,828.2,1.7,6.1,0,135,320
MTE,26.02.2023 00:00,-5.3,73,825.6,1.8,6.5,0,48,0
MTE,27.02.2023 00:00,-3.8,62,833.6,1.3,4.7,0,137,322
MTE,28.02.2023 00:00,-3.1,60.4,838.5,1.9,6.8,0,140,325
MTE,01.03.2023 00:00,-2,59.5,836.6,1.7,6.1,0,142,328
MTE,02.03.2023 00:00,-0.8,58.3,837.1,2,7.2,0,155,332
MTE,03.03.2023 00:00,-2.1,57.3,839.1,2.2,7.9,0,147,334
MTE,04.03.2023 00:00,-2.3,59.4,840.2,2.1,7.6,0,149,336
MTE,05.03.2023 00:00,-2.3,54.3,835.5,2.2,7.9,0,153,340
MTE,06.03.2023 00:00,-2.1,48.4,829.6,2.2,7.9,0,159,339
MTE,07.03.2023 00:00,-1.4,47.9,827.4,2,7.2,0,150,295
MTE,08.03.2023 00:00,0.7,78.4,828.9,1.9,6.8,13,69,0
MTE,09.03.2023 00:00,1.9,80.7,831.3,1.7,6.1,0,149,302
MTE,10.03.2023 00:00,-0.1,86.6,828.2,1.8,6.5,16,53,0
MTE,11.03.2023 00:00,0.8,96.5,831.1,1.3,4.7,9.4,47,0
MTE,12.03.2023 00:00,1.2,85,839.9,1.7,6.1,0.1,138,210
MTE,13.03.2023 00:00,4.7,66.3,836.4,1.8,6.5,18.6,147,277
MTE,14.03.2023 00:00,-0.2,92.3,831.8,1.8,6.5,4.1,67,0
MTE,15.03.2023 00:00,-3.7,73.8,838.8,1.8,6.5,0,179,364
MTE,16.03.2023 00:00,-0.9,70.8,840.5,2,7.2,0,170,352
MTE,17.03.2023 00:00,3.7,64.7,839.1,1.7,6.1,0,158,283
MTE,18.03.2023 00:00,3.6,68,838.7,1.7,6.1,0,181,369
MTE,19.03.2023 00:00,1.7,85.4,841.1,1.3,4.7,6.6,80,39
MTE,20.03.2023 00:00,0.7,75.6,843.2,2.1,7.6,0,187,371
MTE,21.03.2023 00:00,3.5,52.3,841.8,2.2,7.9,0,180,361
MTE,22.03.2023 00:00,4.3,56.3,840.3,2.3,8.3,0,188,378
MTE,23.03.2023 00:00,6.2,63.4,839.9,1.9,6.8,0.2,129,19
MTE,24.03.2023 00:00,4.2,90.6,838.4,1.7,6.1,14,56,1
MTE,25.03.2023 00:00,1.3,83,839.7,1.9,6.8,0,120,59
MTE,26.03.2023 00:00,0,86.7,833.7,1.9,6.8,8.7,59,11
MTE,27.03.2023 00:00,-2.4,84.9,838.7,1.9,6.8,1,99,14
MTE,28.03.2023 00:00,-2.4,60.7,845.5,2,7.2,1.5,173,208
MTE,29.03.2023 00:00,3.6,92.1,846.2,1.8,6.5,2.5,55,0
MTE,30.03.2023 00:00,5.2,85.2,842.7,1.9,6.8,2.6,71,10
MTE,31.03.2023 00:00,1.9,91.4,835.5,1.7,6.1,19.1,29,0
MTE,01.04.2023 00:00,0.6,90.6,834,1.4,5,0,159,134
MTE,02.04.2023 00:00,0.7,80.4,837.8,1.7,6.1,0.7,167,177
MTE,03.04.2023 00:00,0.7,75.1,838.7,1.7,6.1,0,212,301
MTE,04.04.2023 00:00,-0.9,67.2,837.3,2,7.2,0,233,415
MTE,05.04.2023 00:00,-1.1,56.8,839,1.9,6.8,0,206,273
MTE,06.04.2023 00:00,0.6,44.6,840.5,2,7.2,0,210,304
MTE,07.04.2023 00:00,-0.7,81,838.9,2,7.2,1.4,113,11
MTE,08.04.2023 00:00,0.6,61.8,841.4,2.2,7.9,0,258,410
MTE,09.04.2023 00:00,2.2,51.8,843.2,2.2,7.9,0,239,420
MTE,10.04.2023 00:00,4.6,40.9,844.2,2.1,7.6,0,207,294
MTE,11.04.2023 00:00,4.3,79.1,841,1.7,6.1,6.6,85,0
MTE,12.04.2023 00:00,5,78.4,833.2,2,7.2,7.3,113,4
MTE,13.04.2023 00:00,-1.4,79.9,831.3,1.4,5,0.1,114,11
MTE,14.04.2023 00:00,0.7,57.3,831.9,1.4,5,0.1,243,428
MTE,15.04.2023 00:00,0.3,91.4,833.9,1.8,6.5,3.2,69,0
MTE,16.04.2023 00:00,1.8,81.1,840.8,1.5,5.4,0,127,7
MTE,17.04.2023 00:00,2.6,70.9,839.9,1.6,5.8,0,222,287
MTE,18.04.2023 00:00,4.3,61.3,840.3,1.9,6.8,0,237,304
MTE,19.04.2023 00:00,5.1,56.3,840,2,7.2,0,222,295
MTE,20.04.2023 00:00,1.3,84,834.6,1.9,6.8,4.9,99,45
MTE,21.04.2023 00:00,3.6,79.8,836.6,1.8,6.5,0,178,123
MTE,22.04.2023 00:00,6.8,70.1,838.3,1.8,6.5,0,177,137
MTE,23.04.2023 00:00,6.6,77.4,836.2,1.9,6.8,5.5,203,184
MTE,24.04.2023 00:00,3.6,74.4,836.1,2.1,7.6,0.7,217,275
MTE,25.04.2023 00:00,1.5,72.3,836.9,1.8,6.5,2,150,119
MTE,26.04.2023 00:00,3.4,47.8,839.9,2.1,7.6,0,193,188
MTE,27.04.2023 00:00,6.6,53.4,842.3,2.3,8.3,0,236,432
MTE,28.04.2023 00:00,10.2,62.4,843.1,1.7,6.1,21.2,119,18
MTE,29.04.2023 00:00,6.9,91.9,841.9,1.4,5,4.8,74,0
MTE,30.04.2023 00:00,6.2,85.1,840.8,2.1,7.6,17.3,142,45
MTE,01.05.2023 00:00,2.6,94.6,841,1.1,4,16.7,55,0
MTE,02.05.2023 00:00,5.3,77.5,843.5,1.7,6.1,0,243,237
MTE,03.05.2023 00:00,6.8,59.3,844.8,2.2,7.9,0,278,463
MTE,04.05.2023 00:00,9.6,50.2,845.3,2.4,8.6,0,278,466
MTE,05.05.2023 00:00,10.5,58.8,844.7,2.2,7.9,0,228,307
MTE,06.05.2023 00:00,11.4,59.8,843.1,1.8,6.5,0,240,350
MTE,07.05.2023 00:00,9.5,75.6,843.4,1.9,6.8,6.8,147,92
MTE,08.05.2023 00:00,8.7,85.4,845.5,1.7,6.1,1,193,138
MTE,09.05.2023 00:00,8.5,81.5,841.5,1.9,6.8,9.1,156,94
MTE,10.05.2023 00:00,5.8,85.4,839.3,1.2,4.3,3.3,168,142
MTE,11.05.2023 00:00,4.2,83.5,837.9,1.3,4.7,0.7,128,6
MTE,12.05.2023 00:00,4.6,87.4,837.2,1.3,4.7,10.6,149,65
MTE,13.05.2023 00:00,5.2,87.9,839.8,1.2,4.3,4,129,34
MTE,14.05.2023 00:00,5.7,85.2,838.5,1.4,5,0.5,132,42
MTE,15.05.2023 00:00,6.6,75,837.6,1.3,4.7,0.2,165,64
MTE,16.05.2023 00:00,5.7,77.4,836.6,1.5,5.4,0.5,92,5
MTE,17.05.2023 00:00,4.5,79.2,839.8,1.9,6.8,0,180,115
MTE,18.05.2023 00:00,6.1,81.3,841.7,1.7,6.1,1.8,176,112
MTE,19.05.2023 00:00,7,88.3,841.5,1.2,4.3,3.8,138,53
MTE,20.05.2023 00:00,8.4,79.3,839.8,1.4,5,0,134,22
MTE,21.05.2023 00:00,10.5,72.2,840.3,1.5,5.4,0,155,69
MTE,22.05.2023 00:00,11.4,63.9,841.9,1.7,6.1,0,200,165
MTE,23.05.2023 00:00,10.7,74.8,842.7,2,7.2,1.6,247,322
MTE,24.05.2023 00:00,9.1,86.2,841.6,1.5,5.4,7.1,118,47
MTE,25.05.2023 00:00,9.6,81,844.1,1.6,5.8,0.1,235,228
MTE,26.05.2023 00:00,11.6,63.3,847.2,2.1,7.6,0,303,482
MTE,27.05.2023 00:00,12.7,62.4,845.4,1.9,6.8,0,246,326
MTE,28.05.2023 00:00,11.9,65,842.4,1.8,6.5,0.1,187,195
MTE,29.05.2023 00:00,12.2,64.7,842.1,1.8,6.5,0,213,274
MTE,30.05.2023 00:00,12.7,64.1,843.1,2.2,7.9,0,260,372
MTE,31.05.2023 00:00,11.4,69.2,843.6,1.8,6.5,0,186,138
MTE,01.06.2023 00:00,11.5,66.1,843.5,2,7.2,0.2,193,178
MTE,02.06.2023 00:00,12.3,70.4,841.7,2,7.2,0,236,327
MTE,03.06.2023 00:00,11.4,69.7,842.5,1.9,6.8,0,167,145
MTE,04.06.2023 00:00,11,75.3,843.2,1.5,5.4,0.3,155,98
MTE,05.06.2023 00:00,10.7,72.6,842.3,2.2,7.9,0.8,296,382
MTE,06.06.2023 00:00,12.1,61.3,842.9,2.2,7.9,0,282,400
MTE,07.06.2023 00:00,12.5,64.6,843.1,2,7.2,0.4,229,267
MTE,08.06.2023 00:00,12.3,70.4,841.9,1.6,5.8,0.8,176,168
MTE,09.06.2023 00:00,12.6,74,840.4,1.7,6.1,8.2,207,200
MTE,10.06.2023 00:00,11.7,92.7,841.4,1.3,4.7,2.8,140,65
MTE,11.06.2023 00:00,13.3,71.9,841.8,2,7.2,2.2,260,347
MTE,12.06.2023 00:00,13.1,75.7,840.7,2.1,7.6,0.5,263,361
MTE,13.06.2023 00:00,11.7,84.6,838.2,1.6,5.8,7.3,104,29
MTE,14.06.2023 00:00,12.6,73.6,839.7,1.7,6.1,0,264,355
MTE,15.06.2023 00:00,11.8,61.8,843.8,2.1,7.6,0,273,383
MTE,16.06.2023 00:00,11.8,59.9,845.1,2,7.2,0,256,323
MTE,17.06.2023 00:00,12.9,53.5,844.4,2.4,8.6,0,301,499
MTE,18.06.2023 00:00,14.5,55.3,844,2.3,8.3,0,224,275
MTE,19.06.2023 00:00,15.3,65.5,844.6,1.9,6.8,0.3,218,264
MTE,20.06.2023 00:00,16.5,69.4,844.9,2,7.2,0,222,257
MTE,21.06.2023 00:00,16.3,67.9,847.5,1.8,6.5,0,180,126
MTE,22.06.2023 00:00,15,70.7,846.8,2.1,7.6,10,124,65
MTE,23.06.2023 00:00,12.4,74.8,849.8,2,7.2,0,295,443
MTE,24.06.2023 00:00,13.3,63.9,848.4,2.3,8.3,0,305,500
MTE,25.06.2023 00:00,15.9,61.1,847,2.5,9,0,302,500
MTE,26.06.2023 00:00,16.6,57.4,847.7,2.2,7.9,0,273,421
MTE,27.06.2023 00:00,14.7,64.1,846,2.2,7.9,0,270,419
MTE,28.06.2023 00:00,14.1,64.3,844.7,2.1,7.6,0,241,285
MTE,29.06.2023 00:00,12.9,77.9,844.4,1.9,6.8,12.7,145,195
MTE,30.06.2023 00:00,11.4,90.2,841.5,1.1,4,1.3,83,7
MTE,01.07.2023 00:00,11.5,79.8,840.8,1.4,5,0.2,154,133
MTE,02.07.2023 00:00,13.6,73.2,842.2,1.5,5.4,0,211,151
MTE,03.07.2023 00:00,13.8,67.2,843.5,2,7.2,0,279,372
MTE,04.07.2023 00:00,13.2,61.4,843.8,2,7.2,0,220,295
MTE,05.07.2023 00:00,12.9,63.7,844,1.7,6.1,1.1,142,77
MTE,06.07.2023 00:00,12.9,62.3,845.2,2,7.2,0,211,266
MTE,07.07.2023 00:00,15.1,49.1,847.9,2.1,7.6,0.2,217,290
MTE,08.07.2023 00:00,16.5,54.7,849.3,2,7.2,0,232,329
MTE,09.07.2023 00:00,18.7,41.4,851.2,2.5,9,0,252,380
MTE,10.07.2023 00:00,19.5,48.9,851.3,2.6,9.4,0,270,434
