"sector_id","date","level_detail_numeric","altitude","aspect","aspectActive"
5223,2023-05-10,3,2800,90,1
5221,2023-05-10,3,2800,90,1
7122,2023-03-27,3.33,2200,90,1
5233,2023-05-10,3,2800,90,1
7123,2023-03-27,3.33,2200,90,1
6111,2023-01-23,2.33,2000,90,1
5216,2023-01-23,2.33,2000,90,1
7124,2023-05-10,3,2800,90,1
5231,2023-05-12,2.67,2800,90,1
7113,2023-05-11,3.33,2600,90,1
7114,2023-05-11,3.33,2600,90,1
5223,2023-01-15,2.33,2000,90,1
5233,2023-01-15,2.33,2000,90,1
5112,2023-03-27,3.33,2200,90,1
7113,2023-05-10,3,2800,90,1
7114,2023-05-10,3,2800,90,1
7115,2023-05-10,3,2800,90,1
7126,2023-05-12,2.67,2800,90,1
7115,2023-05-11,3.33,2600,90,1
6113,2023-01-15,2.33,2000,90,1
5232,2023-05-12,2.67,2800,90,1
4225,2023-01-20,2.33,2000,90,1
5231,2023-03-27,3.33,2200,90,1
4211,2023-04-22,2.67,2800,90,1
6211,2023-01-18,2.33,2000,90,1
5223,2023-01-16,2.33,2000,90,1
7125,2023-05-11,3.33,2600,90,1
6112,2023-01-21,2.33,2000,90,1
4225,2023-01-23,2.33,2000,90,1
5111,2023-05-12,2.67,2800,90,1
5121,2023-05-11,3.33,2600,90,1
4214,2023-04-22,2.67,2800,90,1
6113,2023-01-19,2.33,2000,90,1
4224,2023-01-20,2.33,2000,90,1
6112,2023-01-19,2.33,2000,90,1
4222,2023-01-21,2.33,2000,90,1
5214,2023-05-11,3.33,2600,90,1
5222,2023-05-12,2.67,2800,90,1
4115,2023-03-28,3.33,2200,90,1
7211,2023-01-21,2.33,2000,90,1
4225,2023-01-19,2.33,2000,90,1
6111,2023-01-17,2.33,2000,90,1
6211,2023-01-22,2.33,2000,90,1
7124,2023-03-27,3.33,2200,90,1
5214,2023-01-15,2.33,2000,90,1
5222,2023-05-10,3,2800,90,1
4223,2023-01-21,2.33,2000,90,1
5123,2023-03-27,3.33,2200,90,1
6211,2023-05-10,3,2800,90,1
3224,2023-02-04,3.33,1800,90,1
5234,2023-05-10,3,2800,90,1
5111,2023-03-27,3.33,2200,90,1
6211,2023-01-17,2.33,2000,90,1
5113,2023-03-27,3.33,2200,90,1
7211,2023-05-12,2.67,2800,90,1
5124,2023-03-27,3.33,2200,90,1
5214,2023-01-16,2.33,2000,90,1
4113,2022-12-17,2.67,2200,90,1
4112,2022-12-17,2.67,2200,90,1
4111,2022-12-17,2.67,2200,90,1
7124,2023-05-11,3.33,2600,90,1
5216,2023-01-16,2.33,2000,90,1
7123,2023-05-10,3,2800,90,1
5216,2023-01-22,2.33,2000,90,1
4243,2023-05-11,3.33,2600,90,1
5223,2023-01-19,2.33,2000,90,1
4232,2023-01-23,2.33,2000,90,1
5214,2023-01-22,2.33,2000,90,1
5112,2023-05-12,2.67,2800,90,1
6111,2023-01-21,2.33,2000,90,1
5212,2023-01-22,2.33,2000,90,1
5214,2023-01-18,2.33,2000,90,1
3114,2023-05-12,2.67,2800,90,1
6111,2023-01-22,2.33,2000,90,1
2122,2023-02-04,3.33,1800,90,1
5212,2023-01-23,2.33,2000,90,1
4225,2023-01-21,2.33,2000,90,1
5214,2023-01-20,2.33,2000,90,1
2124,2023-02-04,3.33,1800,90,1
5233,2023-05-12,2.67,2800,90,1
5216,2023-05-10,3,2800,90,1
5214,2023-05-10,3,2800,90,1
7121,2023-03-27,3.33,2200,90,1
5212,2023-01-15,2.33,2000,90,1
6111,2023-01-15,2.33,2000,90,1
5124,2023-02-04,3.33,1800,90,1
5234,2023-01-23,2.33,2000,90,1
1225,2023-04-22,2.67,2800,90,1
7112,2023-05-11,3.33,2600,90,1
1245,2023-05-12,2.67,2800,90,1
4111,2023-04-22,2.67,2800,90,1
1246,2023-05-11,3.33,2600,90,1
3311,2023-02-04,3.33,1800,90,1
7121,2023-03-28,3.33,2200,90,1
7121,2023-05-12,2.67,2800,90,1
7112,2023-05-10,3,2800,90,1
7125,2023-05-12,2.67,2800,90,1
2221,2023-04-22,2.67,2800,90,1
7122,2023-05-11,3.33,2600,90,1
2221,2023-05-12,2.67,2800,90,1
2212,2023-05-12,2.67,2800,90,1
2211,2023-05-12,2.67,2800,90,1
5222,2023-01-19,2.33,2000,90,1
7126,2023-05-11,3.33,2600,90,1
5215,2023-01-22,2.33,2000,90,1
5121,2023-05-12,2.67,2800,90,1
6113,2023-01-21,2.33,2000,90,1
3224,2023-03-27,3.33,2200,90,1
4223,2023-01-23,2.33,2000,90,1
4123,2023-03-28,3.33,2200,90,1
5211,2023-03-27,3.33,2200,90,1
2224,2023-02-04,3.33,1800,90,1
3112,2023-05-12,2.67,2800,90,1
6111,2023-01-19,2.33,2000,90,1
4215,2023-04-22,2.67,2800,90,1
2223,2023-05-11,3.33,2600,90,1
5221,2023-05-12,2.67,2800,90,1
5111,2023-05-10,3,2800,90,1
3114,2023-05-11,3.33,2600,90,1
5221,2023-05-11,3.33,2600,90,1
7111,2022-12-17,2.67,2200,90,1
7113,2023-03-27,3.33,2200,90,1
7114,2023-05-12,2.67,2800,90,1
2223,2023-04-22,2.67,2800,90,1
7115,2023-05-12,2.67,2800,90,1
5232,2023-01-23,2.33,2000,90,1
1234,2023-05-11,3.33,2600,90,1
6113,2023-01-23,2.33,2000,90,1
5212,2023-02-04,3.33,1800,90,1
4225,2023-01-22,2.33,2000,90,1
5216,2023-01-21,2.33,2000,90,1
4213,2023-05-11,3.33,2600,90,1
7221,2022-12-17,2.67,2200,90,1
1247,2023-05-11,3.33,2600,90,1
6211,2023-01-14,2.33,2000,90,1
4222,2023-01-23,2.33,2000,90,1
6111,2023-01-18,2.33,2000,90,1
2223,2023-02-04,3.33,1800,90,1
5215,2023-01-19,2.33,2000,90,1
7124,2023-05-12,2.67,2800,90,1
4114,2023-04-22,2.67,2800,90,1
5212,2023-01-19,2.33,2000,90,1
2122,2023-05-11,3.33,2600,90,1
4232,2023-01-20,2.33,2000,90,1
3224,2023-05-12,2.67,2800,90,1
5113,2023-05-12,2.67,2800,90,1
4224,2023-01-23,2.33,2000,90,1
7112,2022-12-17,2.67,2200,90,1
4116,2023-03-28,3.33,2200,90,1
5216,2023-01-20,2.33,2000,90,1
3113,2023-03-27,3.33,2200,90,1
2212,2023-02-04,3.33,1800,90,1
5121,2023-02-04,3.33,1800,90,1
4121,2022-12-17,2.67,2200,90,1
3113,2023-05-12,2.67,2800,90,1
2221,2023-05-11,3.33,2600,90,1
6112,2023-01-22,2.33,2000,90,1
6112,2023-01-23,2.33,2000,90,1
3112,2023-05-11,3.33,2600,90,1
4232,2023-01-21,2.33,2000,90,1
7211,2022-12-17,2.67,2200,90,1
7113,2023-05-12,2.67,2800,90,1
7211,2023-01-16,2.33,2000,90,1
5231,2023-05-11,3.33,2600,90,1
4112,2023-04-22,2.67,2800,90,1
7121,2023-05-11,3.33,2600,90,1
4212,2023-03-28,3.33,2200,90,1
5222,2023-01-18,2.33,2000,90,1
5232,2023-05-10,3,2800,90,1
3222,2023-02-04,3.33,1800,90,1
1247,2023-02-04,3.33,1800,90,1
7222,2022-12-17,2.67,2200,90,1
5214,2023-01-21,2.33,2000,90,1
5234,2023-01-21,2.33,2000,90,1
5212,2023-01-21,2.33,2000,90,1
4224,2023-01-22,2.33,2000,90,1
1247,2023-05-12,2.67,2800,90,1
5232,2023-05-11,3.33,2600,90,1
2211,2023-02-04,3.33,1800,90,1
4121,2023-04-22,2.67,2800,90,1
1245,2023-02-04,3.33,1800,90,1
3114,2023-03-27,3.33,2200,90,1
4211,2023-05-11,3.33,2600,90,1
5223,2023-01-18,2.33,2000,90,1
5211,2023-05-11,3.33,2600,90,1
1246,2023-02-04,3.33,1800,90,1
6211,2023-05-11,3.33,2600,90,1
5232,2023-01-21,2.33,2000,90,1
6113,2023-01-20,2.33,2000,90,1
1245,2023-05-11,3.33,2600,90,1
6113,2023-01-18,2.33,2000,90,1
7123,2023-03-28,3.33,2200,90,1
4124,2023-03-28,3.33,2200,90,1
4213,2023-04-22,2.67,2800,90,1
2222,2023-05-11,3.33,2600,90,1
7124,2023-03-28,3.33,2200,90,1
7111,2023-05-11,3.33,2600,90,1
4232,2023-01-19,2.33,2000,90,1
5124,2023-05-11,3.33,2600,90,1
5233,2023-01-21,2.33,2000,90,1
3113,2023-02-04,3.33,1800,90,1
2222,2023-03-27,3.33,2200,90,1
2134,2023-03-27,3.33,2200,90,1
2133,2023-02-04,3.33,1800,90,1
6211,2023-01-16,2.33,2000,90,1
2222,2023-05-12,2.67,2800,90,1
3111,2023-02-04,3.33,1800,90,1
5233,2023-01-23,2.33,2000,90,1
1243,2023-05-12,2.67,2800,90,1
5234,2023-05-11,3.33,2600,90,1
2134,2023-05-12,2.67,2800,90,1
7111,2023-05-12,2.67,2800,90,1
4222,2023-01-22,2.33,2000,90,1
5215,2023-01-21,2.33,2000,90,1
4223,2023-01-22,2.33,2000,90,1
4225,2023-01-17,2.33,2000,90,1
4232,2023-01-22,2.33,2000,90,1
7122,2023-03-28,3.33,2200,90,1
5222,2023-01-20,2.33,2000,90,1
4213,2023-05-12,2.67,2800,90,1
7123,2023-05-12,2.67,2800,90,1
5214,2023-01-19,2.33,2000,90,1
5223,2023-01-21,2.33,2000,90,1
6211,2023-01-20,2.33,2000,90,1
2211,2023-03-27,3.33,2200,90,1
3223,2023-02-04,3.33,1800,90,1
1246,2023-05-12,2.67,2800,90,1
4241,2023-04-22,2.67,2800,90,1
5223,2023-05-11,3.33,2600,90,1
7112,2023-05-12,2.67,2800,90,1
3224,2023-05-11,3.33,2600,90,1
4243,2023-04-22,2.67,2800,90,1
7113,2023-03-28,3.33,2200,90,1
2221,2023-02-04,3.33,1800,90,1
6211,2023-01-19,2.33,2000,90,1
3114,2023-02-04,3.33,1800,90,1
2134,2023-02-04,3.33,1800,90,1
1243,2023-02-04,3.33,1800,90,1
6211,2023-05-12,2.67,2800,90,1
5222,2023-01-21,2.33,2000,90,1
5223,2023-01-20,2.33,2000,90,1
2122,2023-05-12,2.67,2800,90,1
6112,2023-01-18,2.33,2000,90,1
5233,2023-05-11,3.33,2600,90,1
3112,2023-03-27,3.33,2200,90,1
2222,2023-02-04,3.33,1800,90,1
6113,2023-01-14,2.33,2000,90,1
5222,2023-05-11,3.33,2600,90,1
5221,2023-01-21,2.33,2000,90,1
3112,2023-02-04,3.33,1800,90,1
7122,2023-05-12,2.67,2800,90,1
8114,2023-01-23,1.67,1400,90,0
3221,2023-01-23,1.67,1400,90,0
8112,2023-01-23,1.67,1400,90,0
1211,2023-01-22,1.67,1400,90,0
3211,2023-01-23,1.67,1400,90,0
8113,2023-01-23,1.67,1400,90,0
3221,2023-01-22,1.67,1400,90,0
8213,2023-01-23,1.67,1400,90,0
1211,2023-01-23,1.67,1400,90,0
8211,2023-01-23,1.67,1400,90,0
8221,2023-01-23,1.67,1400,90,0
1122,2023-01-22,1.67,1400,90,0
8114,2023-01-22,1.67,1400,90,0
2112,2023-01-23,1.67,1400,90,0
8112,2023-01-22,1.67,1400,90,0
2131,2023-01-23,1.67,1400,90,0
8111,2023-01-23,1.67,1400,90,0
8113,2023-01-22,1.67,1400,90,0
3211,2023-01-22,1.67,1400,90,0
8111,2023-01-22,1.67,1400,90,0
8212,2023-01-22,1.67,1400,90,0
8212,2023-01-23,1.67,1400,90,0
8221,2023-01-22,1.67,1400,90,0
2112,2023-01-22,1.67,1400,90,0
1212,2023-01-22,1.67,1400,90,0
1212,2023-01-23,1.67,1400,90,0
1122,2023-01-23,1.67,1400,90,0
8213,2023-01-22,1.67,1400,90,0
2131,2023-01-22,1.67,1400,90,0
8211,2023-01-22,1.67,1400,90,0
1111,2023-01-29,1.67,1800,90,0
1121,2023-01-29,1.67,1800,90,0
1213,2023-01-29,1.67,1800,90,0
1221,2023-01-29,1.67,1800,90,0
2111,2023-01-29,1.67,1800,90,0
2121,2023-01-29,1.67,1800,90,0
2124,2023-01-29,1.67,1800,90,0
5121,2023-01-09,2.33,2000,90,1
7125,2023-01-09,2.33,2000,90,1
3113,2023-03-24,2.33,NA,90,1
7231,2023-01-09,2.33,2000,90,1
7124,2022-12-17,2,2200,90,1
1241,2023-03-24,2.33,NA,90,1
7126,2023-01-09,2.33,2000,90,1
6132,2022-12-17,2,1800,90,1
3222,2023-03-24,2.33,NA,90,1
1224,2022-12-17,2.33,1800,90,1
7121,2023-01-09,2.33,2000,90,1
7114,2023-01-09,2.33,2000,90,1
7123,2023-01-09,2.33,2000,90,1
6121,2022-12-17,2,1800,90,1
4221,2022-12-17,2,2200,90,1
1242,2023-03-24,2.33,NA,90,1
1232,2023-03-24,2.33,NA,90,1
6115,2022-12-17,2,1800,90,1
1232,2022-12-17,2.33,1800,90,1
7115,2023-01-09,2.33,2000,90,1
5231,2022-12-17,2,2200,90,1
7113,2023-01-09,2.33,2000,90,1
5221,2022-12-17,2,2200,90,1
3111,2023-03-24,2.33,NA,90,1
3112,2023-03-24,2.33,NA,90,1
1226,2022-12-17,2.33,1800,90,1
7122,2022-12-17,2,2200,90,1
7122,2023-01-09,2.33,2000,90,1
6122,2022-12-17,2,1800,90,1
1228,2023-03-24,2.33,NA,90,1
2222,2023-03-24,2.33,NA,90,1
4242,2023-01-09,2.33,2000,90,1
4211,2022-12-17,2,2200,90,1
5232,2022-12-17,2,2200,90,1
5121,2023-03-24,2.33,NA,90,1
5234,2023-01-09,2.33,2000,90,1
5221,2023-01-09,2.33,2000,90,1
5124,2023-03-24,2.33,NA,90,1
4214,2023-03-24,2.33,NA,90,1
1113,2022-12-17,2.33,1800,90,1
1111,2022-12-17,2.33,1800,90,1
4212,2022-12-17,2,2200,90,1
5111,2023-01-09,2.33,2000,90,1
6131,2022-12-17,2,1800,90,1
5112,2023-01-09,2.33,2000,90,1
4221,2023-01-09,2.33,2000,90,1
4222,2023-01-09,2.33,2000,90,1
3311,2023-03-24,2.33,NA,90,1
3224,2023-03-24,2.33,NA,90,1
5222,2023-01-09,2.33,2000,90,1
5231,2023-01-09,2.33,2000,90,1
5211,2023-03-24,2.33,NA,90,1
2211,2023-03-24,2.33,NA,90,1
2212,2023-03-24,2.33,NA,90,1
7124,2023-01-09,2.33,2000,90,1
1121,2022-12-17,2.33,1800,90,1
6114,2022-12-17,2,1800,90,1
5113,2023-01-09,2.33,2000,90,1
1226,2023-03-24,2.33,NA,90,1
1222,2023-03-24,2.33,NA,90,1
1231,2023-03-24,2.33,NA,90,1
6212,2022-12-17,2,1800,90,1
3114,2023-03-24,2.33,NA,90,1
5111,2022-12-17,2,2200,90,1
5113,2022-12-17,2,2200,90,1
4213,2023-03-24,2.33,NA,90,1
7121,2022-12-17,2,2200,90,1
5211,2023-01-09,2.33,2000,90,1
1231,2022-12-17,2.33,1800,90,1
1112,2023-03-24,2.33,NA,90,1
4243,2023-03-24,2.33,NA,90,1
4124,2022-12-17,2,2200,90,1
4232,2023-01-09,2.33,2000,90,1
1221,2022-12-17,2.33,1800,90,1
2124,2023-03-24,2.33,NA,90,1
4214,2022-12-17,2,2200,90,1
2223,2023-03-24,2.33,NA,90,1
4213,2022-12-17,2,2200,90,1
2111,2023-03-24,2.33,NA,90,1
5123,2023-01-09,2.33,2000,90,1
1112,2022-12-17,2.33,1800,90,1
4115,2022-12-17,2,2200,90,1
1311,2022-12-17,2.33,1800,90,1
5124,2022-12-17,2,2200,90,1
1111,2023-03-24,2.33,NA,90,1
5214,2022-12-17,2,2200,90,1
4224,2023-01-09,2.33,2000,90,1
1213,2023-03-24,2.33,NA,90,1
2121,2023-03-24,2.33,NA,90,1
5112,2022-12-17,2,2200,90,1
1246,2023-03-24,2.33,NA,90,1
1245,2023-03-24,2.33,NA,90,1
1244,2023-03-24,2.33,NA,90,1
5122,2023-01-09,2.33,2000,90,1
1243,2023-03-24,2.33,NA,90,1
5124,2023-01-09,2.33,2000,90,1
4122,2022-12-17,2,2200,90,1
1227,2023-03-24,2.33,NA,90,1
4225,2023-01-09,2.33,2000,90,1
5215,2023-01-09,2.33,2000,90,1
2133,2023-03-24,2.33,NA,90,1
3223,2023-03-24,2.33,NA,90,1
5222,2022-12-17,2,2200,90,1
1234,2023-03-24,2.33,NA,90,1
1247,2023-03-24,2.33,NA,90,1
1228,2022-12-17,2.33,1800,90,1
4215,2022-12-17,2,2200,90,1
4231,2023-01-09,2.33,2000,90,1
1227,2022-12-17,2.33,1800,90,1
4223,2023-01-09,2.33,2000,90,1
4241,2023-03-24,2.33,NA,90,1
2122,2023-03-24,2.33,NA,90,1
2123,2023-03-24,2.33,NA,90,1
5214,2023-01-09,2.33,2000,90,1
2134,2023-03-24,2.33,NA,90,1
5123,2022-12-17,2,2200,90,1
4125,2022-12-17,2,2200,90,1
1233,2023-03-24,2.33,NA,90,1
5232,2023-01-09,2.33,2000,90,1
5122,2022-12-17,2,2200,90,1
1222,2022-12-17,2.33,1800,90,1
2132,2023-03-24,2.33,NA,90,1
1224,2023-03-24,2.33,NA,90,1
2221,2023-03-24,2.33,NA,90,1
2124,2023-05-18,2.33,2200,90,1
1312,2023-05-17,2.33,2000,90,1
2121,2023-05-18,2.33,2200,90,1
6114,2023-05-19,2.33,2400,90,1
1114,2023-05-17,2.33,2000,90,1
2111,2023-05-18,2.33,2200,90,1
2121,2023-05-17,2.33,2000,90,1
1113,2023-05-17,2.33,2000,90,1
4232,2023-05-19,2.33,2400,90,1
6115,2023-05-19,2.33,2400,90,1
6112,2023-05-19,2.33,2400,90,1
6113,2023-05-19,2.33,2400,90,1
4244,2023-05-19,2.33,2400,90,1
2133,2023-05-18,2.33,2200,90,1
2132,2023-05-18,2.33,2200,90,1
6122,2023-05-19,2.33,2400,90,1
1221,2023-05-17,2.33,2000,90,1
1222,2023-05-17,2.33,2000,90,1
1224,2023-05-17,2.33,2000,90,1
4225,2023-05-19,2.33,2400,90,1
4231,2023-05-19,2.33,2400,90,1
3111,2023-05-18,2.33,2200,90,1
1311,2023-05-17,2.33,2000,90,1
4242,2023-05-19,2.33,2400,90,1
2111,2023-05-17,2.33,2000,90,1
3111,2023-05-17,2.33,2000,90,1
1112,2023-05-17,2.33,2000,90,1
1213,2023-05-18,2.33,2200,90,1
2124,2023-05-17,2.33,2000,90,1
2132,2023-05-17,2.33,2000,90,1
2133,2023-05-17,2.33,2000,90,1
6111,2023-05-19,2.33,2400,90,1
1225,2023-05-18,2.33,2200,90,1
1226,2023-05-18,2.33,2200,90,1
1227,2023-05-18,2.33,2200,90,1
1228,2023-05-18,2.33,2200,90,1
1231,2023-05-18,2.33,2200,90,1
6121,2023-05-19,2.33,2400,90,1
1228,2023-05-17,2.33,2000,90,1
6211,2023-05-19,2.33,2400,90,1
6212,2023-05-19,2.33,2400,90,1
1221,2023-05-18,2.33,2200,90,1
1121,2023-05-17,2.33,2000,90,1
1213,2023-05-17,2.33,2000,90,1
1224,2023-05-18,2.33,2200,90,1
4224,2023-05-19,2.33,2400,90,1
8211,2023-01-21,1.67,1500,90,0
8212,2023-01-21,1.67,1500,90,0
8112,2023-01-21,1.67,1500,90,0
3221,2023-01-21,1.67,1500,90,0
8111,2023-01-21,1.67,1500,90,0
8213,2023-01-21,1.67,1500,90,0
8221,2023-01-21,1.67,1500,90,0
8113,2023-01-21,1.67,1500,90,0
3211,2023-01-21,1.67,1500,90,0
1212,2023-01-21,1.67,1500,90,0
2131,2023-01-21,1.67,1500,90,0
1122,2023-01-21,1.67,1500,90,0
1211,2023-01-21,1.67,1500,90,0
8114,2023-01-21,1.67,1500,90,0
2112,2023-01-21,1.67,1500,90,0
2133,2023-03-02,2,1800,90,1
3311,2023-02-27,2.67,2000,90,1
3211,2023-04-18,2,1800,90,1
1227,2023-01-21,2.67,2000,90,1
2124,2023-03-02,2,1800,90,1
2112,2023-04-18,2,1800,90,1
1312,2023-02-07,2,2200,90,1
3222,2023-02-27,2.67,2000,90,1
4121,2023-04-04,2.67,2200,90,1
4213,2023-04-04,2.67,2200,90,1
1228,2023-01-21,2.67,2000,90,1
3221,2023-04-18,2,1800,90,1
2134,2023-03-02,2,1800,90,1
3112,2023-03-01,2,1800,90,1
1231,2023-02-08,2,2000,90,1
4212,2023-04-04,2.67,2200,90,1
4225,2023-04-04,2.67,2200,90,1
1121,2023-04-18,2,1800,90,1
4123,2023-04-04,2.67,2200,90,1
1311,2023-04-04,2.67,2000,90,1
4122,2023-04-04,2.67,2200,90,1
4112,2023-04-04,2.67,2200,90,1
1225,2023-02-07,2,2200,90,1
2112,2023-04-04,1.67,1800,90,1
4115,2023-04-04,2.67,2200,90,1
3113,2023-04-04,2.67,2000,90,1
2132,2023-03-02,2,1800,90,1
4124,2023-04-04,2.67,2200,90,1
1221,2023-02-07,2,2200,90,1
3311,2023-02-26,2.67,2000,90,1
3311,2023-03-01,2,1800,90,1
1224,2023-02-07,2,2200,90,1
2124,2023-02-26,2.33,1800,90,1
1212,2023-04-18,2,1800,90,1
1247,2023-04-04,2.67,2000,90,1
2211,2023-03-01,2,1800,90,1
3114,2023-04-04,2.67,2000,90,1
3111,2023-04-04,1.67,1800,90,1
3112,2023-04-04,2.67,2000,90,1
4125,2023-04-04,2.67,2200,90,1
4211,2023-04-04,2.67,2200,90,1
3223,2023-02-27,2.67,2000,90,1
1222,2023-02-07,2,2200,90,1
1244,2023-04-04,2.67,2000,90,1
4114,2023-02-08,1.67,2400,90,1
1245,2023-04-04,2.67,2000,90,1
2123,2023-02-26,2.33,1800,90,1
1311,2023-02-07,2,2200,90,1
3111,2023-03-01,2,1800,90,1
2134,2023-03-01,2,1800,90,1
3113,2023-02-27,2.67,2000,90,1
3221,2023-02-26,2,1600,90,1
2133,2023-02-26,2.33,1800,90,1
2221,2023-04-04,2.67,2000,90,1
2133,2023-03-01,2,1800,90,1
4112,2023-02-08,1.67,2400,90,1
1222,2023-01-21,2.67,2000,90,1
3112,2023-03-02,2,1800,90,1
2112,2023-02-26,2,1600,90,1
6111,2023-04-04,2.67,2200,90,1
1223,2023-02-07,2,2200,90,1
4111,2023-04-04,2.67,2200,90,1
1312,2023-04-04,2.67,2200,90,1
4214,2023-04-04,2.67,2200,90,1
2132,2023-04-04,1.67,1800,90,1
3223,2023-02-26,2.67,2000,90,1
3224,2023-02-26,2.67,2000,90,1
1226,2023-01-21,2.67,2000,90,1
2211,2023-04-04,2.67,2000,90,1
5123,2023-04-18,3,2400,90,1
2212,2023-03-01,2,1800,90,1
1243,2023-04-04,2.67,2000,90,1
3114,2023-03-02,2,1800,90,1
1222,2023-02-08,2,2000,90,1
1246,2023-04-04,2.67,2000,90,1
1114,2023-02-08,1.67,2400,90,1
1113,2023-02-08,2,2000,90,1
1112,2023-02-08,2,2000,90,1
2132,2023-02-26,2.67,2000,90,1
2131,2023-02-26,2,1600,90,1
4116,2023-04-04,2.67,2200,90,1
6211,2023-04-18,2,2200,90,1
2111,2023-02-26,2.33,1800,90,1
4231,2023-04-04,2.67,2200,90,1
5231,2023-04-18,3,2400,90,1
3224,2023-04-04,2.67,2000,90,1
1234,2023-04-04,2.67,2000,90,1
1311,2023-01-21,2.67,2000,90,1
3311,2023-04-04,2.67,2000,90,1
4113,2023-04-04,2.67,2200,90,1
1228,2023-02-08,2,2000,90,1
3211,2023-02-26,2,1600,90,1
3222,2023-02-26,2.67,2000,90,1
2212,2023-04-04,2.67,2000,90,1
2132,2023-03-01,2,1800,90,1
3111,2023-02-27,2.67,2000,90,1
1213,2023-02-08,2,2000,90,1
5122,2023-04-18,3,2400,90,1
5113,2023-04-18,3,2400,90,1
4224,2023-04-04,2.67,2200,90,1
3113,2023-03-02,2,1800,90,1
2222,2023-04-04,2.67,2000,90,1
1221,2023-04-18,2,1800,90,1
2111,2023-04-04,1.67,1800,90,1
1121,2023-01-21,2.67,2000,90,1
2124,2023-04-04,1.67,1800,90,1
3114,2023-02-27,2.67,2000,90,1
2131,2023-04-04,1.67,1800,90,1
1224,2023-01-21,2.67,2000,90,1
3112,2023-02-27,2.67,2000,90,1
1113,2023-02-07,2,2200,90,1
3111,2023-03-02,2,1800,90,1
3222,2023-04-04,2.67,2000,90,1
2134,2023-02-27,2.67,2000,90,1
2211,2023-02-27,2.67,2000,90,1
2121,2023-02-26,2.33,1800,90,1
1228,2023-02-07,2,2200,90,1
4242,2023-04-04,2.67,2200,90,1
2223,2023-04-04,2.67,2000,90,1
5112,2023-04-04,2.67,2400,90,1
2134,2023-02-26,2.67,2000,90,1
5111,2023-04-04,2.67,2400,90,1
2133,2023-04-04,1.67,1800,90,1
2132,2023-02-27,2.67,2000,90,1
2131,2023-04-18,2,1800,90,1
1241,2023-04-04,2.67,2000,90,1
1233,2023-04-04,2.67,2000,90,1
7113,2023-04-04,2.67,2400,90,1
2212,2023-02-27,2.67,2000,90,1
3113,2023-02-26,2.67,2000,90,1
3114,2023-02-26,2.67,2000,90,1
1225,2023-02-08,1.67,2400,90,1
1227,2023-02-08,2,2000,90,1
2122,2023-03-02,2,1800,90,1
1231,2023-04-04,2.67,2000,90,1
5112,2023-04-18,3,2400,90,1
4111,2023-02-08,1.67,2400,90,1
1242,2023-04-04,2.67,2000,90,1
5223,2023-04-18,2,2200,90,1
4222,2023-04-04,2.67,2200,90,1
5211,2023-04-04,2.67,2000,90,1
2122,2023-02-26,2.33,1800,90,1
3222,2023-03-02,2,1800,90,1
2211,2023-03-02,2,1800,90,1
2212,2023-03-02,2,1800,90,1
2122,2023-04-04,2.67,2000,90,1
2123,2023-04-04,2.67,2000,90,1
1114,2023-02-07,2,2200,90,1
2134,2023-04-04,2.67,2000,90,1
1121,2023-02-07,2,2200,90,1
3222,2023-03-01,2,1800,90,1
3221,2023-04-04,1.67,1800,90,1
2133,2023-02-27,2.67,2000,90,1
4221,2023-04-04,2.67,2200,90,1
2212,2023-02-26,2.33,1800,90,1
7121,2023-04-18,3,2400,90,1
2224,2023-04-04,2.67,2200,90,1
6111,2023-04-18,2,2200,90,1
6114,2023-04-18,2,2200,90,1
6115,2023-04-18,2,2200,90,1
3311,2023-03-02,2,1800,90,1
1112,2023-04-04,2.67,2000,90,1
3211,2023-04-04,1.67,1800,90,1
4112,2023-02-07,2,2200,90,1
4121,2023-02-08,1.67,2400,90,1
4215,2023-04-04,2.67,2200,90,1
5123,2023-04-04,2.67,2400,90,1
4114,2023-02-07,2,2200,90,1
4223,2023-04-04,2.67,2200,90,1
1223,2023-02-08,1.67,2400,90,1
1224,2023-02-08,2,2000,90,1
3112,2023-02-26,2.67,2000,90,1
1226,2023-02-08,2,2000,90,1
4114,2023-04-04,2.67,2200,90,1
5221,2023-04-04,2.67,2400,90,1
7211,2023-04-18,2,2200,90,1
1111,2023-04-18,2,1800,90,1
1311,2023-02-08,2,2000,90,1
2211,2023-02-26,2.33,1800,90,1
4121,2023-02-07,2,2200,90,1
1213,2023-04-04,1.67,1800,90,1
4223,2023-04-18,2,2200,90,1
5233,2023-04-18,2,2200,90,1
1112,2023-01-21,2.67,2000,90,1
1113,2023-01-21,2.67,2000,90,1
2121,2023-04-04,1.67,1800,90,1
3113,2023-03-01,2,1800,90,1
3223,2023-03-01,2,1800,90,1
1221,2023-01-21,2.67,2000,90,1
3221,2023-03-01,2,1800,90,1
4111,2023-02-07,2,2200,90,1
5231,2023-04-04,2.67,2400,90,1
1113,2023-04-04,2.67,2000,90,1
5113,2023-04-04,2.67,2400,90,1
1212,2023-04-04,1.67,1800,90,1
5124,2023-04-04,2.67,2000,90,1
4232,2023-04-04,2.67,2200,90,1
7121,2023-04-04,2.67,2400,90,1
3223,2023-03-02,2,1800,90,1
4244,2023-04-04,2.67,2200,90,1
1111,2023-04-04,1.67,1800,90,1
4243,2023-04-04,2.67,2000,90,1
1114,2023-04-04,2.67,2200,90,1
